CODIGO;VIVIENDA TURISTICA;PLAZAS;PLAZA POR VIVIENDA TURISTICA;PORCENTAJE VIVIENDA TURISTICA;PROV;PROV_LITERAL;MUN;MUN_LITERAL
0200301003;1;4;4,0;0,1;02;Albacete;02003;Albacete
0200301004;8;30;3,8;0,9;02;Albacete;02003;Albacete
0200301005;3;7;2,3;0,3;02;Albacete;02003;Albacete
0200301006;2;4;2,0;0,2;02;Albacete;02003;Albacete
0200301007;1;4;4,0;0,2;02;Albacete;02003;Albacete
0200301008;1;2;2,0;0,2;02;Albacete;02003;Albacete
0200301009;0;0;;0,0;02;Albacete;02003;Albacete
0200301010;3;8;2,7;0,4;02;Albacete;02003;Albacete
0200301011;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200301012;0;0;;0,0;02;Albacete;02003;Albacete
0200301013;2;15;7,5;0,4;02;Albacete;02003;Albacete
0200301014;1;6;6,0;0,1;02;Albacete;02003;Albacete
0200301015;0;0;;0,0;02;Albacete;02003;Albacete
0200301016;0;0;;0,0;02;Albacete;02003;Albacete
0200301017;8;25;3,1;0,8;02;Albacete;02003;Albacete
0200302001;4;22;5,5;0,4;02;Albacete;02003;Albacete
0200302002;6;17;2,8;0,7;02;Albacete;02003;Albacete
0200302003;0;0;;0,0;02;Albacete;02003;Albacete
0200302004;3;11;3,7;0,5;02;Albacete;02003;Albacete
0200302005;0;0;;0,0;02;Albacete;02003;Albacete
0200302006;3;17;5,7;0,6;02;Albacete;02003;Albacete
0200302007;0;0;;0,0;02;Albacete;02003;Albacete
0200302008;0;0;;0,0;02;Albacete;02003;Albacete
0200302009;0;0;;0,0;02;Albacete;02003;Albacete
0200302010;2;9;4,5;0,2;02;Albacete;02003;Albacete
0200302011;0;0;;0,0;02;Albacete;02003;Albacete
0200302012;2;7;3,5;0,3;02;Albacete;02003;Albacete
0200302013;1;1;1,0;0,2;02;Albacete;02003;Albacete
0200302014;0;0;;0,0;02;Albacete;02003;Albacete
0200302015;3;15;5,0;0,5;02;Albacete;02003;Albacete
0200302016;3;9;3,0;0,4;02;Albacete;02003;Albacete
0200302017;0;0;;0,0;02;Albacete;02003;Albacete
0200302018;0;0;;0,0;02;Albacete;02003;Albacete
0200302019;0;0;;0,0;02;Albacete;02003;Albacete
0200302020;1;5;5,0;0,2;02;Albacete;02003;Albacete
0200302021;0;0;;0,0;02;Albacete;02003;Albacete
0200302022;2;8;4,0;0,1;02;Albacete;02003;Albacete
0200303001;1;3;3,0;0,2;02;Albacete;02003;Albacete
0200303002;0;0;;0,0;02;Albacete;02003;Albacete
0200303003;5;29;5,8;0,4;02;Albacete;02003;Albacete
0200303004;1;6;6,0;0,1;02;Albacete;02003;Albacete
0200303005;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200303006;0;0;;0,0;02;Albacete;02003;Albacete
0200303007;0;0;;0,0;02;Albacete;02003;Albacete
0200303008;0;0;;0,0;02;Albacete;02003;Albacete
0200303009;0;0;;0,0;02;Albacete;02003;Albacete
0200303010;2;9;4,5;0,5;02;Albacete;02003;Albacete
0200303011;2;8;4,0;0,4;02;Albacete;02003;Albacete
0200303012;0;0;;0,0;02;Albacete;02003;Albacete
0200303013;0;0;;0,0;02;Albacete;02003;Albacete
0200303014;1;8;8,0;0,2;02;Albacete;02003;Albacete
0200304001;4;15;3,8;0,7;02;Albacete;02003;Albacete
0200304002;5;13;2,6;0,5;02;Albacete;02003;Albacete
0200304003;0;0;;0,0;02;Albacete;02003;Albacete
0200304004;0;0;;0,0;02;Albacete;02003;Albacete
0200304005;0;0;;0,0;02;Albacete;02003;Albacete
0200304006;0;0;;0,0;02;Albacete;02003;Albacete
0200304007;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200304008;0;0;;0,0;02;Albacete;02003;Albacete
0200304009;0;0;;0,0;02;Albacete;02003;Albacete
0200304010;0;0;;0,0;02;Albacete;02003;Albacete
0200304011;5;15;3,0;0,8;02;Albacete;02003;Albacete
0200304012;0;0;;0,0;02;Albacete;02003;Albacete
0200304013;1;8;8,0;0,1;02;Albacete;02003;Albacete
0200305001;1;3;3,0;0,2;02;Albacete;02003;Albacete
0200305002;2;9;4,5;0,2;02;Albacete;02003;Albacete
0200305003;2;2;1,0;0,2;02;Albacete;02003;Albacete
0200305004;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200305005;1;2;2,0;0,2;02;Albacete;02003;Albacete
0200305006;1;4;4,0;0,1;02;Albacete;02003;Albacete
0200305007;1;2;2,0;0,2;02;Albacete;02003;Albacete
0200305008;2;4;2,0;0,3;02;Albacete;02003;Albacete
0200305009;0;0;;0,0;02;Albacete;02003;Albacete
0200305010;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200305011;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200305012;0;0;;0,0;02;Albacete;02003;Albacete
0200305013;0;0;;0,0;02;Albacete;02003;Albacete
0200306001;1;4;4,0;0,2;02;Albacete;02003;Albacete
0200306002;1;5;5,0;0,1;02;Albacete;02003;Albacete
0200306003;0;0;;0,0;02;Albacete;02003;Albacete
0200306004;0;0;;0,0;02;Albacete;02003;Albacete
0200306005;2;9;4,5;0,3;02;Albacete;02003;Albacete
0200306006;0;0;;0,0;02;Albacete;02003;Albacete
0200306007;0;0;;0,0;02;Albacete;02003;Albacete
0200306008;0;0;;0,0;02;Albacete;02003;Albacete
0200306009;1;1;1,0;0,2;02;Albacete;02003;Albacete
0200306010;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200306011;0;0;;0,0;02;Albacete;02003;Albacete
0200306012;2;4;2,0;0,4;02;Albacete;02003;Albacete
0200306013;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200306014;0;0;;0,0;02;Albacete;02003;Albacete
0200307001;2;4;2,0;0,2;02;Albacete;02003;Albacete
0200307002;1;1;1,0;0,2;02;Albacete;02003;Albacete
0200307003;3;11;3,7;0,4;02;Albacete;02003;Albacete
0200307004;2;7;3,5;0,2;02;Albacete;02003;Albacete
0200307005;2;7;3,5;0,2;02;Albacete;02003;Albacete
0200307006;0;0;;0,0;02;Albacete;02003;Albacete
0200307007;2;3;1,5;1,3;02;Albacete;02003;Albacete
0200307008;0;0;;0,0;02;Albacete;02003;Albacete
0200307009;1;3;3,0;0,2;02;Albacete;02003;Albacete
0200307010;2;10;5,0;0,2;02;Albacete;02003;Albacete
0200307011;0;0;;0,0;02;Albacete;02003;Albacete
0200307012;0;0;;0,0;02;Albacete;02003;Albacete
0200307013;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200307014;0;0;;0,0;02;Albacete;02003;Albacete
0200307015;0;0;;0,0;02;Albacete;02003;Albacete
0200307016;0;0;;0,0;02;Albacete;02003;Albacete
0200307017;0;0;;0,0;02;Albacete;02003;Albacete
0200308001;8;53;6,6;1,6;02;Albacete;02003;Albacete
0200308002;1;1;1,0;0,1;02;Albacete;02003;Albacete
0200308003;1;2;2,0;0,1;02;Albacete;02003;Albacete
0200308006;1;4;4,0;0,1;02;Albacete;02003;Albacete
0200401001;0;0;;0,0;02;Albacete;02004;Albatana
0200501001;0;0;;0,0;02;Albacete;02005;Alborea
0200601001;0;0;;0,0;02;Albacete;02006;Alcadozo
0200701001;57;395;6,9;4,7;02;Albacete;02007;Alcalá del Júcar
0200801001;23;99;4,3;4,3;02;Albacete;02008;Alcaraz
0200801002;3;10;3,3;0,5;02;Albacete;02008;Alcaraz
0200901001;0;0;;0,0;02;Albacete;02009;Almansa
0200901002;0;0;;0,0;02;Albacete;02009;Almansa
0200902001;0;0;;0,0;02;Albacete;02009;Almansa
0200902002;2;4;2,0;0,4;02;Albacete;02009;Almansa
0200902003;0;0;;0,0;02;Albacete;02009;Almansa
0200903001;0;0;;0,0;02;Albacete;02009;Almansa
0200903002;0;0;;0,0;02;Albacete;02009;Almansa
0200903003;0;0;;0,0;02;Albacete;02009;Almansa
0200903004;0;0;;0,0;02;Albacete;02009;Almansa
0200903005;1;2;2,0;0,1;02;Albacete;02009;Almansa
0200903006;0;0;;0,0;02;Albacete;02009;Almansa
0200903007;0;0;;0,0;02;Albacete;02009;Almansa
0200903008;0;0;;0,0;02;Albacete;02009;Almansa
0200903009;0;0;;0,0;02;Albacete;02009;Almansa
0200904001;0;0;;0,0;02;Albacete;02009;Almansa
0200904002;1;9;9,0;0,2;02;Albacete;02009;Almansa
0200904003;0;0;;0,0;02;Albacete;02009;Almansa
0200904004;1;4;4,0;0,2;02;Albacete;02009;Almansa
0201001001;0;0;;0,0;02;Albacete;02010;Alpera
0201002001;6;48;8,0;1,1;02;Albacete;02010;Alpera
0201101001;6;39;6,5;0,6;02;Albacete;02011;Ayna
0201201001;0;0;;0,0;02;Albacete;02012;Balazote
0201201002;0;0;;0,0;02;Albacete;02012;Balazote
0201301001;0;0;;0,0;02;Albacete;02013;Balsa de Ves
0201401001;4;46;11,5;0,9;02;Albacete;02014;Ballestero, El
0201501001;0;0;;0,0;02;Albacete;02015;Barrax
0201601001;3;27;9,0;0,4;02;Albacete;02016;Bienservida
0201701001;9;56;6,2;0,8;02;Albacete;02017;Bogarra
0201801001;1;4;4,0;0,2;02;Albacete;02018;Bonete
0201901001;0;0;;0,0;02;Albacete;02019;Bonillo, El
0201901002;1;12;12,0;0,1;02;Albacete;02019;Bonillo, El
0201901003;1;12;12,0;0,2;02;Albacete;02019;Bonillo, El
0202001001;1;11;11,0;0,2;02;Albacete;02020;Carcelén
0202101001;2;18;9,0;0,2;02;Albacete;02021;Casas de Juan Núñez
0202201001;3;36;12,0;0,6;02;Albacete;02022;Casas de Lázaro
0202301001;2;28;14,0;0,3;02;Albacete;02023;Casas de Ves
0202401001;2;8;4,0;0,2;02;Albacete;02024;Casas-Ibáñez
0202401002;6;36;6,0;0,5;02;Albacete;02024;Casas-Ibáñez
0202402001;5;25;5,0;1,0;02;Albacete;02024;Casas-Ibáñez
0202501001;1;4;4,0;0,1;02;Albacete;02025;Caudete
0202501002;1;4;4,0;0,1;02;Albacete;02025;Caudete
0202501003;0;0;;0,0;02;Albacete;02025;Caudete
0202501004;0;0;;0,0;02;Albacete;02025;Caudete
0202501005;1;2;2,0;0,2;02;Albacete;02025;Caudete
0202501006;0;0;;0,0;02;Albacete;02025;Caudete
0202501007;0;0;;0,0;02;Albacete;02025;Caudete
0202601001;1;8;8,0;0,1;02;Albacete;02026;Cenizate
0202701001;0;0;;0,0;02;Albacete;02027;Corral-Rubio
0202801001;0;0;;0,0;02;Albacete;02028;Cotillas
0202901001;4;21;5,3;0,2;02;Albacete;02029;Chinchilla de Monte-Aragón
0202902001;8;95;11,9;0,8;02;Albacete;02029;Chinchilla de Monte-Aragón
0203001001;1;6;6,0;0,1;02;Albacete;02030;Elche de la Sierra
0203001002;2;18;9,0;0,3;02;Albacete;02030;Elche de la Sierra
0203002001;10;61;6,1;0,6;02;Albacete;02030;Elche de la Sierra
0203101001;2;19;9,5;0,3;02;Albacete;02031;Férez
0203201001;0;0;;0,0;02;Albacete;02032;Fuensanta
0203301001;1;9;9,0;0,2;02;Albacete;02033;Fuente-Álamo
0203301002;3;21;7,0;0,4;02;Albacete;02033;Fuente-Álamo
0203401001;3;18;6,0;0,3;02;Albacete;02034;Fuentealbilla
0203501001;1;8;8,0;0,2;02;Albacete;02035;Gineta, La
0203501002;0;0;;0,0;02;Albacete;02035;Gineta, La
0203601001;0;0;;0,0;02;Albacete;02036;Golosalvo
0203701001;0;0;;0,0;02;Albacete;02037;Hellín
0203701002;0;0;;0,0;02;Albacete;02037;Hellín
0203701003;0;0;;0,0;02;Albacete;02037;Hellín
0203701004;0;0;;0,0;02;Albacete;02037;Hellín
0203702001;0;0;;0,0;02;Albacete;02037;Hellín
0203702002;0;0;;0,0;02;Albacete;02037;Hellín
0203702003;2;8;4,0;0,2;02;Albacete;02037;Hellín
0203702004;1;3;3,0;0,1;02;Albacete;02037;Hellín
0203703001;0;0;;0,0;02;Albacete;02037;Hellín
0203703002;0;0;;0,0;02;Albacete;02037;Hellín
0203703003;1;9;9,0;0,1;02;Albacete;02037;Hellín
0203703004;0;0;;0,0;02;Albacete;02037;Hellín
0203703005;1;4;4,0;0,2;02;Albacete;02037;Hellín
0203703006;0;0;;0,0;02;Albacete;02037;Hellín
0203703007;0;0;;0,0;02;Albacete;02037;Hellín
0203704001;1;1;1,0;0,2;02;Albacete;02037;Hellín
0203704002;0;0;;0,0;02;Albacete;02037;Hellín
0203705001;0;0;;0,0;02;Albacete;02037;Hellín
0203705003;1;8;8,0;0,3;02;Albacete;02037;Hellín
0203706001;0;0;;0,0;02;Albacete;02037;Hellín
0203801001;0;0;;0,0;02;Albacete;02038;Herrera, La
0203901001;1;2;2,0;0,1;02;Albacete;02039;Higueruela
0204001001;2;32;16,0;0,7;02;Albacete;02040;Hoya-Gonzalo
0204101001;13;125;9,6;2,7;02;Albacete;02041;Jorquera
0204201001;10;64;6,4;0,9;02;Albacete;02042;Letur
0204301001;0;0;;0,0;02;Albacete;02043;Lezuza
0204302001;0;0;;0,0;02;Albacete;02043;Lezuza
0204401001;2;14;7,0;0,3;02;Albacete;02044;Liétor
0204402001;1;6;6,0;0,2;02;Albacete;02044;Liétor
0204501001;0;0;;0,0;02;Albacete;02045;Madrigueras
0204501002;0;0;;0,0;02;Albacete;02045;Madrigueras
0204502001;0;0;;0,0;02;Albacete;02045;Madrigueras
0204502002;1;5;5,0;0,1;02;Albacete;02045;Madrigueras
0204601001;1;6;6,0;0,1;02;Albacete;02046;Mahora
0204701001;3;21;7,0;1,1;02;Albacete;02047;Masegoso
0204801001;5;24;4,8;0,4;02;Albacete;02048;Minaya
0204901001;9;69;7,7;0,7;02;Albacete;02049;Molinicos
0205001001;0;0;;0,0;02;Albacete;02050;Montalvos
0205101001;0;0;;0,0;02;Albacete;02051;Montealegre del Castillo
0205102001;0;0;;0,0;02;Albacete;02051;Montealegre del Castillo
0205201001;2;20;10,0;0,6;02;Albacete;02052;Motilleja
0205301001;1;10;10,0;0,1;02;Albacete;02053;Munera
0205302001;2;22;11,0;0,2;02;Albacete;02053;Munera
0205303001;1;4;4,0;0,1;02;Albacete;02053;Munera
0205401001;0;0;;0,0;02;Albacete;02054;Navas de Jorquera
0205501001;6;29;4,8;0,4;02;Albacete;02055;Nerpio
0205601001;1;8;8,0;0,2;02;Albacete;02056;Ontur
0205602001;0;0;;0,0;02;Albacete;02056;Ontur
0205701001;34;201;5,9;3,3;02;Albacete;02057;Ossa de Montiel
0205701002;4;22;5,5;0,5;02;Albacete;02057;Ossa de Montiel
0205801001;2;18;9,0;0,3;02;Albacete;02058;Paterna del Madera
0205901001;0;0;;0,0;02;Albacete;02059;Peñascosa
0206001001;2;20;10,0;0,2;02;Albacete;02060;Peñas de San Pedro
0206101001;0;0;;0,0;02;Albacete;02061;Pétrola
0206201001;1;5;5,0;0,2;02;Albacete;02062;Povedilla
0206301001;2;15;7,5;0,2;02;Albacete;02063;Pozohondo
0206401001;1;15;15,0;0,3;02;Albacete;02064;Pozo-Lorente
0206501001;0;0;;0,0;02;Albacete;02065;Pozuelo
0206601001;0;0;;0,0;02;Albacete;02066;Recueja, La
0206701001;66;414;6,3;5,7;02;Albacete;02067;Riópar
0206801001;0;0;;0,0;02;Albacete;02068;Robledo
0206901001;0;0;;0,0;02;Albacete;02069;Roda, La
0206901002;0;0;;0,0;02;Albacete;02069;Roda, La
0206901003;1;8;8,0;0,1;02;Albacete;02069;Roda, La
0206901004;1;12;12,0;0,1;02;Albacete;02069;Roda, La
0206902001;0;0;;0,0;02;Albacete;02069;Roda, La
0206902002;0;0;;0,0;02;Albacete;02069;Roda, La
0206902003;0;0;;0,0;02;Albacete;02069;Roda, La
0206902004;0;0;;0,0;02;Albacete;02069;Roda, La
0206903001;0;0;;0,0;02;Albacete;02069;Roda, La
0206903002;0;0;;0,0;02;Albacete;02069;Roda, La
0207001001;1;8;8,0;0,2;02;Albacete;02070;Salobre
0207101001;1;8;8,0;0,1;02;Albacete;02071;San Pedro
0207201001;1;13;13,0;0,1;02;Albacete;02072;Socovos
0207202001;4;35;8,8;0,9;02;Albacete;02072;Socovos
0207301001;0;0;;0,0;02;Albacete;02073;Tarazona de la Mancha
0207301002;0;0;;0,0;02;Albacete;02073;Tarazona de la Mancha
0207301003;0;0;;0,0;02;Albacete;02073;Tarazona de la Mancha
0207302001;0;0;;0,0;02;Albacete;02073;Tarazona de la Mancha
0207302002;0;0;;0,0;02;Albacete;02073;Tarazona de la Mancha
0207401001;0;0;;0,0;02;Albacete;02074;Tobarra
0207402001;0;0;;0,0;02;Albacete;02074;Tobarra
0207402002;0;0;;0,0;02;Albacete;02074;Tobarra
0207403001;1;7;7,0;0,1;02;Albacete;02074;Tobarra
0207404001;6;59;9,8;0,5;02;Albacete;02074;Tobarra
0207501001;0;0;;0,0;02;Albacete;02075;Valdeganga
0207502001;4;50;12,5;0,9;02;Albacete;02075;Valdeganga
0207601001;0;0;;0,0;02;Albacete;02076;Vianos
0207701001;3;20;6,7;2,3;02;Albacete;02077;Villa de Ves
0207801001;1;14;14,0;0,1;02;Albacete;02078;Villalgordo del Júcar
0207901001;2;14;7,0;0,2;02;Albacete;02079;Villamalea
0207902001;1;8;8,0;0,1;02;Albacete;02079;Villamalea
0208001001;0;0;;0,0;02;Albacete;02080;Villapalacios
0208101001;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208101002;3;24;8,0;0,3;02;Albacete;02081;Villarrobledo
0208101003;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208102001;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208102002;1;8;8,0;0,1;02;Albacete;02081;Villarrobledo
0208102003;1;3;3,0;0,1;02;Albacete;02081;Villarrobledo
0208102004;7;54;7,7;0,6;02;Albacete;02081;Villarrobledo
0208103001;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208103002;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208103003;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208103004;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208104001;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208104002;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208104003;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208104004;0;0;;0,0;02;Albacete;02081;Villarrobledo
0208201001;0;0;;0,0;02;Albacete;02082;Villatoya
0208301001;0;0;;0,0;02;Albacete;02083;Villavaliente
0208401001;8;56;7,0;2,2;02;Albacete;02084;Villaverde de Guadalimar
0208501001;0;0;;0,0;02;Albacete;02085;Viveros
0208601001;13;66;5,1;1,0;02;Albacete;02086;Yeste
0208601003;41;256;6,2;4,8;02;Albacete;02086;Yeste
0290101001;0;0;;0,0;02;Albacete;02901;Pozo Cañada
0290101002;0;0;;0,0;02;Albacete;02901;Pozo Cañada
0300101001;34;225;6,6;6,0;03;Alicante/Alacant;03001;Adsubia
0300201001;7;47;6,7;0,5;03;Alicante/Alacant;03002;Agost
0300201002;0;0;;0,0;03;Alicante/Alacant;03002;Agost
0300201003;6;19;3,2;1,1;03;Alicante/Alacant;03002;Agost
0300301001;4;23;5,8;0,6;03;Alicante/Alacant;03003;Agres
0300401001;17;89;5,2;1,9;03;Alicante/Alacant;03004;Aigües
0300501001;1;1;1,0;0,1;03;Alicante/Alacant;03005;Albatera
0300501002;0;0;;0,0;03;Alicante/Alacant;03005;Albatera
0300501003;0;0;;0,0;03;Alicante/Alacant;03005;Albatera
0300501004;0;0;;0,0;03;Alicante/Alacant;03005;Albatera
0300502001;0;0;;0,0;03;Alicante/Alacant;03005;Albatera
0300502002;11;52;4,7;0,6;03;Alicante/Alacant;03005;Albatera
0300502003;1;2;2,0;0,1;03;Alicante/Alacant;03005;Albatera
0300601001;35;224;6,4;3,0;03;Alicante/Alacant;03006;Alcalalí
0300701001;0;0;;0,0;03;Alicante/Alacant;03007;Alcocer de Planes
0300801001;5;25;5,0;2,1;03;Alicante/Alacant;03008;Alcoleja
0300901001;11;35;3,2;0,9;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300901003;6;21;3,5;0,4;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300901004;2;10;5,0;0,4;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300901006;30;83;2,8;4,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300902001;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300902002;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300902003;2;4;2,0;0,3;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300902004;3;11;3,7;0,2;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300902005;2;8;4,0;0,2;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300902007;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300903001;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300903002;2;4;2,0;0,3;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300903003;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300903004;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300903005;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300903006;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904001;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904002;2;9;4,5;0,2;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904003;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904004;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904005;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904006;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904007;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300904008;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300905001;2;9;4,5;0,3;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300905002;3;14;4,7;0,5;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300905003;1;5;5,0;0,1;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300905004;1;1;1,0;0,2;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300905005;3;4;1,3;0,5;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300905006;2;2;1,0;0,4;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300906001;1;1;1,0;0,1;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300906002;1;2;2,0;0,1;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300906003;1;1;1,0;0,1;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300906004;2;6;3,0;0,3;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300906005;2;7;3,5;0,8;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300907001;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300907002;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300907003;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300907005;2;7;3,5;0,3;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300907007;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300907008;1;1;1,0;0,2;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908001;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908002;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908003;17;90;5,3;1,1;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908004;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908005;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908006;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0300908007;0;0;;0,0;03;Alicante/Alacant;03009;Alcoy/Alcoi
0301001001;2;8;4,0;0,6;03;Alicante/Alacant;03010;Alfafara
0301101001;2;4;2,0;0,3;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101002;136;751;5,5;6,1;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101003;3;16;5,3;0,4;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101004;57;336;5,9;3,3;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101005;54;327;6,1;2,9;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101006;164;740;4,5;4,1;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101007;1;2;2,0;0,2;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301101008;10;38;3,8;1,6;03;Alicante/Alacant;03011;Alfàs del Pi, l'
0301201001;88;490;5,6;3,5;03;Alicante/Alacant;03012;Algorfa
0301301001;1;6;6,0;0,1;03;Alicante/Alacant;03013;Algueña
0301401001;54;248;4,6;7,3;03;Alicante/Alacant;03014;Alicante/Alacant
0301401002;4;23;5,8;1,0;03;Alicante/Alacant;03014;Alicante/Alacant
0301401003;6;26;4,3;1,1;03;Alicante/Alacant;03014;Alicante/Alacant
0301401004;22;105;4,8;3,0;03;Alicante/Alacant;03014;Alicante/Alacant
0301401005;16;61;3,8;2,5;03;Alicante/Alacant;03014;Alicante/Alacant
0301401006;12;49;4,1;1,5;03;Alicante/Alacant;03014;Alicante/Alacant
0301401007;8;23;2,9;2,7;03;Alicante/Alacant;03014;Alicante/Alacant
0301401008;26;99;3,8;5,8;03;Alicante/Alacant;03014;Alicante/Alacant
0301401009;26;102;3,9;6,2;03;Alicante/Alacant;03014;Alicante/Alacant
0301401010;39;165;4,2;7,4;03;Alicante/Alacant;03014;Alicante/Alacant
0301401011;54;234;4,3;7,6;03;Alicante/Alacant;03014;Alicante/Alacant
0301401012;130;472;3,6;18,8;03;Alicante/Alacant;03014;Alicante/Alacant
0301401013;76;299;3,9;12,7;03;Alicante/Alacant;03014;Alicante/Alacant
0301401014;45;197;4,4;6,0;03;Alicante/Alacant;03014;Alicante/Alacant
0301401015;92;367;4,0;13,7;03;Alicante/Alacant;03014;Alicante/Alacant
0301401017;56;251;4,5;8,8;03;Alicante/Alacant;03014;Alicante/Alacant
0301401018;128;560;4,4;15,1;03;Alicante/Alacant;03014;Alicante/Alacant
0301401019;46;228;5,0;5,5;03;Alicante/Alacant;03014;Alicante/Alacant
0301401020;2;12;6,0;0,4;03;Alicante/Alacant;03014;Alicante/Alacant
0301401021;11;51;4,6;1,9;03;Alicante/Alacant;03014;Alicante/Alacant
0301401022;52;173;3,3;5,6;03;Alicante/Alacant;03014;Alicante/Alacant
0301401023;7;36;5,1;1,1;03;Alicante/Alacant;03014;Alicante/Alacant
0301401024;6;10;1,7;1,5;03;Alicante/Alacant;03014;Alicante/Alacant
0301401026;15;75;5,0;1,7;03;Alicante/Alacant;03014;Alicante/Alacant
0301402001;18;50;2,8;3,0;03;Alicante/Alacant;03014;Alicante/Alacant
0301402002;12;37;3,1;1,6;03;Alicante/Alacant;03014;Alicante/Alacant
0301402003;25;97;3,9;2,3;03;Alicante/Alacant;03014;Alicante/Alacant
0301402005;18;73;4,1;3,4;03;Alicante/Alacant;03014;Alicante/Alacant
0301402006;22;81;3,7;3,6;03;Alicante/Alacant;03014;Alicante/Alacant
0301402007;29;113;3,9;5,2;03;Alicante/Alacant;03014;Alicante/Alacant
0301402008;16;85;5,3;2,2;03;Alicante/Alacant;03014;Alicante/Alacant
0301402009;28;98;3,5;4,8;03;Alicante/Alacant;03014;Alicante/Alacant
0301402010;25;105;4,2;3,2;03;Alicante/Alacant;03014;Alicante/Alacant
0301402011;30;132;4,4;4,6;03;Alicante/Alacant;03014;Alicante/Alacant
