location_raw;Índice de Gini;Distribución de la renta P80/P20
4600502001 Alaquàs sección 02001;29,9;2,6
4600502002 Alaquàs sección 02002;29,4;2,3
4600502003 Alaquàs sección 02003;26,2;2,4
4600502004 Alaquàs sección 02004;25,1;2,2
4600502005 Alaquàs sección 02005;28,3;2,4
4600502006 Alaquàs sección 02006;28,3;2,2
4600502007 Alaquàs sección 02007;31,4;2,5
4600503 Alaquàs distrito 03;27,1;2,3
4600503001 Alaquàs sección 03001;26,1;2,2
4600503002 Alaquàs sección 03002;26,8;2,1
4600503003 Alaquàs sección 03003;28,4;2,4
4600503004 Alaquàs sección 03004;27,2;2,4
4600503005 Alaquàs sección 03005;26,6;2,2
34005 Alar del Rey;29,7;2,3
3400501 Alar del Rey distrito 01;29,7;2,3
3400501001 Alar del Rey sección 01001;29,7;2,3
37007 Alaraz;30,1;2,2
3700701 Alaraz distrito 01;30,1;2,2
3700701001 Alaraz sección 01001;30,1;2,2
50009 Alarba;33,2;2,7
5000901 Alarba distrito 01;33,2;2,7
5000901001 Alarba sección 01001;33,2;2,7
16003 Alarcón;25,7;2,2
1600301 Alarcón distrito 01;25,7;2,2
1600301001 Alarcón sección 01001;25,7;2,2
19005 Alarilla;32,9;3,1
1900501 Alarilla distrito 01;32,9;3,1
1900501001 Alarilla sección 01001;32,9;3,1
07001 Alaró;34,2;2,7
0700101 Alaró distrito 01;34;2,8
0700101001 Alaró sección 01001;31,9;2,8
0700101002 Alaró sección 01002;36,5;3,1
0700102 Alaró distrito 02;35,4;2,9
0700102001 Alaró sección 02001;35,4;2,9
25005 Alàs i Cerc;34,3;3,2
2500501 Alàs i Cerc distrito 01;34,3;3,2
2500501001 Alàs i Cerc sección 01001;34,3;3,2
02002 Alatoz;29,3;2,2
0200201 Alatoz distrito 01;29,3;2,2
0200201001 Alatoz sección 01001;29,3;2,2
44007 Alba;26,1;2,3
4400701 Alba distrito 01;26,1;2,3
4400701001 Alba sección 01001;26,1;2,3
34006 Alba de Cerrato;.;.
3400601 Alba de Cerrato distrito 01;.;.
3400601001 Alba de Cerrato sección 01001;.;.
37008 Alba de Tormes;28,5;2,3
3700801 Alba de Tormes distrito 01;28,5;2,3
3700801001 Alba de Tormes sección 01001;30,6;2,4
3700801002 Alba de Tormes sección 01002;27,8;2,3
3700801003 Alba de Tormes sección 01003;26,8;2,3
37009 Alba de Yeltes;30,5;2,7
3700901 Alba de Yeltes distrito 01;30,5;2,7
3700901001 Alba de Yeltes sección 01001;30,5;2,7
02003 Albacete;32,5;2,8
0200301 Albacete distrito 01;32;2,8
0200301001 Albacete sección 01001;37;3,9
0200301002 Albacete sección 01002;30;2,6
0200301003 Albacete sección 01003;30,8;2,6
0200301004 Albacete sección 01004;34,7;3,2
0200301005 Albacete sección 01005;33,2;2,9
0200301006 Albacete sección 01006;31,2;2,8
0200301007 Albacete sección 01007;30,7;2,9
0200301008 Albacete sección 01008;31,2;2,8
0200301009 Albacete sección 01009;33,2;2,8
0200301010 Albacete sección 01010;27,8;2,3
0200301011 Albacete sección 01011;29,2;2,5
0200301012 Albacete sección 01012;29,9;2,5
0200301013 Albacete sección 01013;30,5;2,4
0200301014 Albacete sección 01014;30,3;2,7
0200301015 Albacete sección 01015;31,2;3
0200301016 Albacete sección 01016;31,4;3,1
0200301017 Albacete sección 01017;27,1;2,4
0200302 Albacete distrito 02;28,8;2,4
0200302001 Albacete sección 02001;30,8;2,7
0200302002 Albacete sección 02002;31,4;2,6
0200302003 Albacete sección 02003;27,7;2,4
0200302004 Albacete sección 02004;28,8;2,4
0200302005 Albacete sección 02005;28,7;2,5
0200302006 Albacete sección 02006;24,9;2,2
0200302007 Albacete sección 02007;28,5;2,4
0200302008 Albacete sección 02008;27,8;2,4
0200302009 Albacete sección 02009;26,9;2,5
0200302010 Albacete sección 02010;29,9;2,6
0200302011 Albacete sección 02011;27,2;2,3
0200302012 Albacete sección 02012;25,3;2,2
0200302013 Albacete sección 02013;29,3;2,5
0200302014 Albacete sección 02014;25,8;2,2
0200302015 Albacete sección 02015;28;2,4
0200302016 Albacete sección 02016;27,3;2,2
0200302017 Albacete sección 02017;29,3;2,5
0200302018 Albacete sección 02018;27;2,3
0200302019 Albacete sección 02019;27,8;2,1
0200302020 Albacete sección 02020;29,6;2,4
0200302021 Albacete sección 02021;25,9;2,3
0200302022 Albacete sección 02022;27,7;2,4
0200302023 Albacete sección 02023;28,4;2,4
0200302024 Albacete sección 02024;25;2,1
0200303 Albacete distrito 03;31,4;2,7
0200303001 Albacete sección 03001;35;3,4
0200303002 Albacete sección 03002;30,3;2,7
0200303003 Albacete sección 03003;32,9;2,9
0200303004 Albacete sección 03004;32,7;3
0200303005 Albacete sección 03005;27,7;2,5
0200303006 Albacete sección 03006;27,9;2,4
0200303007 Albacete sección 03007;26,9;2,2
0200303008 Albacete sección 03008;25,1;2,2
0200303009 Albacete sección 03009;30,1;2,4
0200303010 Albacete sección 03010;30,8;2,8
0200303011 Albacete sección 03011;29,6;2,4
0200303012 Albacete sección 03012;27,1;2,2
0200303013 Albacete sección 03013;26,1;2,3
0200303014 Albacete sección 03014;27,6;2,3
0200304 Albacete distrito 04;31,2;2,8
0200304001 Albacete sección 04001;31,6;2,8
0200304002 Albacete sección 04002;30,7;2,8
0200304003 Albacete sección 04003;30,4;2,7
0200304004 Albacete sección 04004;31;2,8
0200304005 Albacete sección 04005;30,9;2,7
0200304006 Albacete sección 04006;34,1;3,1
0200304007 Albacete sección 04007;30,9;2,8
0200304008 Albacete sección 04008;29,9;2,7
0200304009 Albacete sección 04009;30,7;2,6
0200304010 Albacete sección 04010;35,8;3,5
0200304011 Albacete sección 04011;27,8;2,5
0200304012 Albacete sección 04012;28,1;2,4
0200304013 Albacete sección 04013;30,4;2,5
0200304014 Albacete sección 04014;28,4;2,4
0200305 Albacete distrito 05;33,1;2,8
0200305001 Albacete sección 05001;34,3;3
0200305002 Albacete sección 05002;31;2,8
0200305003 Albacete sección 05003;33,9;3,2
0200305004 Albacete sección 05004;32,9;2,9
0200305005 Albacete sección 05005;33,4;2,7
0200305006 Albacete sección 05006;30,7;2,6
0200305007 Albacete sección 05007;30,4;2,7
0200305008 Albacete sección 05008;29;2,5
0200305009 Albacete sección 05009;28,6;2,3
0200305010 Albacete sección 05010;33,7;3,1
0200305011 Albacete sección 05011;33,3;3
0200305012 Albacete sección 05012;;
0200305013 Albacete sección 05013;28,5;2,3
0200306 Albacete distrito 06;31,9;2,8
0200306001 Albacete sección 06001;34,7;3,1
0200306002 Albacete sección 06002;32,7;2,9
0200306003 Albacete sección 06003;27,1;2,2
0200306004 Albacete sección 06004;34;3,1
0200306005 Albacete sección 06005;38,3;3,4
0200306006 Albacete sección 06006;29,7;2,3
0200306007 Albacete sección 06007;27,6;2,4
0200306008 Albacete sección 06008;35,2;3
0200306009 Albacete sección 06009;33,8;3,2
0200306010 Albacete sección 06010;29;2,5
0200306011 Albacete sección 06011;25,5;2,2
0200306012 Albacete sección 06012;28,6;2,5
0200306013 Albacete sección 06013;27,2;2,6
0200306014 Albacete sección 06014;30,8;2,5
0200307 Albacete distrito 07;35,9;3,5
0200307001 Albacete sección 07001;28,8;2,9
0200307002 Albacete sección 07002;28,2;2,4
0200307003 Albacete sección 07003;30,1;2,7
0200307004 Albacete sección 07004;31,4;3
0200307005 Albacete sección 07005;35,4;3,3
0200307006 Albacete sección 07006;30,8;2,7
0200307007 Albacete sección 07007;32,3;2,6
0200307008 Albacete sección 07008;31,7;2,8
0200307009 Albacete sección 07009;29,8;2,6
0200307010 Albacete sección 07010;29,5;2,5
0200307011 Albacete sección 07011;29,7;2,3
0200307012 Albacete sección 07012;;
0200307013 Albacete sección 07013;30,9;3,1
0200307014 Albacete sección 07014;30,1;2,6
0200307015 Albacete sección 07015;29,2;2,5
0200307016 Albacete sección 07016;31,8;3
0200307017 Albacete sección 07017;29,1;2,6
0200308 Albacete distrito 08;30,8;2,5
0200308001 Albacete sección 08001;34,1;3,1
0200308002 Albacete sección 08002;26;2,2
0200308003 Albacete sección 08003;28,9;2,4
0200308006 Albacete sección 08006;28,2;2,4
25006 Albagés, L';25,4;2,1
2500601 Albagés, L' distrito 01;25,4;2,1
2500601001 Albagés, L' sección 01001;25,4;2,1
46006 Albaida;29,5;2,3
4600601 Albaida distrito 01;29,5;2,3
4600601001 Albaida sección 01001;28,3;2,4
4600601002 Albaida sección 01002;31,6;2,3
4600601003 Albaida sección 01003;36,8;2,8
4600601004 Albaida sección 01004;28,1;2,3
4600601005 Albaida sección 01005;27;2,1
4600601006 Albaida sección 01006;25,7;2
4600601007 Albaida sección 01007;30,7;2,4
41003 Albaida del Aljarafe;30,7;2,5
4100301 Albaida del Aljarafe distrito 01;30,7;2,5
4100301001 Albaida del Aljarafe sección 01001;31,9;2,5
4100301002 Albaida del Aljarafe sección 01002;29,4;2,3
46007 Albal;28,8;2,4
4600701 Albal distrito 01;28,8;2,4
4600701001 Albal sección 01001;28,6;2,4
4600701002 Albal sección 01002;31,7;2,6
4600701003 Albal sección 01003;31,4;2,6
4600701004 Albal sección 01004;28,2;2,5
4600701005 Albal sección 01005;27,5;2,4
4600701006 Albal sección 01006;27,7;2,4
4600701007 Albal sección 01007;26,6;2,1
4600702 Albal distrito 02;29,4;2,4
4600702001 Albal sección 02001;31,6;2,6
4600702002 Albal sección 02002;26,6;2,3
4600702003 Albal sección 02003;28,3;2,6
4600702004 Albal sección 02004;28,1;2,2
4600702005 Albal sección 02005;32,4;2,8
4600703 Albal distrito 03;24,1;2
4600703001 Albal sección 03001;24,1;2
4600704 Albal distrito 04;28,7;2,3
4600704001 Albal sección 04001;28,7;2,3
10007 Albalá;32,3;2,9
1000701 Albalá distrito 01;32,3;2,9
1000701001 Albalá sección 01001;32,3;2,9
13004 Albaladejo;29,1;2,1
1300401 Albaladejo distrito 01;29,1;2,1
1300401001 Albaladejo sección 01001;29,1;2,1
1300401002 Albaladejo sección 01002;;
16004 Albaladejo del Cuende;31,5;2,4
1600401 Albaladejo del Cuende distrito 01;31,5;2,4
1600401001 Albaladejo del Cuende sección 01001;31,5;2,4
46008 Albalat de la Ribera;28,2;2,3
4600801 Albalat de la Ribera distrito 01;28,2;2,3
4600801001 Albalat de la Ribera sección 01001;27,4;2,2
4600801002 Albalat de la Ribera sección 01002;29;2,6
46009 Albalat dels Sorells;29,5;2,3
4600901 Albalat dels Sorells distrito 01;29,5;2,3
4600901001 Albalat dels Sorells sección 01001;27,4;2,4
4600901002 Albalat dels Sorells sección 01002;31,1;2,5
4600901003 Albalat dels Sorells sección 01003;28,4;2,3
46010 Albalat dels Tarongers;29,5;2,6
4601001 Albalat dels Tarongers distrito 01;29,5;2,6
4601001001 Albalat dels Tarongers sección 01001;29,5;2,6
22007 Albalate de Cinca;28,7;2,3
2200701 Albalate de Cinca distrito 01;28,7;2,3
2200701001 Albalate de Cinca sección 01001;28,7;2,3
16005 Albalate de las Nogueras;29;2,5
1600501 Albalate de las Nogueras distrito 01;29;2,5
1600501001 Albalate de las Nogueras sección 01001;29;2,5
19006 Albalate de Zorita;30,8;2,5
1900601 Albalate de Zorita distrito 01;30,8;2,5
1900601001 Albalate de Zorita sección 01001;30,8;2,5
44008 Albalate del Arzobispo;28,4;2,4
4400801 Albalate del Arzobispo distrito 01;28,4;2,4
4400801001 Albalate del Arzobispo sección 01001;25,5;2,6
4400801002 Albalate del Arzobispo sección 01002;30,3;2,7
4400801003 Albalate del Arzobispo sección 01003;29,2;2,7
22008 Albalatillo;29,1;2,9
2200801 Albalatillo distrito 01;29,1;2,9
2200801001 Albalatillo sección 01001;29,1;2,9
04004 Albanchez;33,4;2,8
0400401 Albanchez distrito 01;33,4;2,8
0400401001 Albanchez sección 01001;33,4;2,8
23001 Albanchez de Mágina;27,1;2,1
2300101 Albanchez de Mágina distrito 01;27,1;2,1
2300101001 Albanchez de Mágina sección 01001;27,1;2,1
17003 Albanyà;41,9;4,2
1700301 Albanyà distrito 01;41,9;4,2
1700301001 Albanyà sección 01001;41,9;4,2
19007 Albares;27,7;2,4
1900701 Albares distrito 01;27,7;2,4
1900701001 Albares sección 01001;27,7;2,4
44009 Albarracín;26,7;2,3
4400901 Albarracín distrito 01;26,7;2,3
4400901001 Albarracín sección 01001;26,7;2,3
45003 Albarreal de Tajo;28,6;2,3
4500301 Albarreal de Tajo distrito 01;28,6;2,3
4500301001 Albarreal de Tajo sección 01001;28,6;2,3
02004 Albatana;27,9;2,3
0200401 Albatana distrito 01;27,9;2,3
0200401001 Albatana sección 01001;27,9;2,3
25007 Albatàrrec;28;2,6
2500701 Albatàrrec distrito 01;28;2,6
2500701001 Albatàrrec sección 01001;28;2,6
03005 Albatera;31,3;2,7
0300501 Albatera distrito 01;31,3;2,7
0300501001 Albatera sección 01001;33,4;2,6
0300501002 Albatera sección 01002;33,9;3
0300501003 Albatera sección 01003;28,4;2,3
0300501004 Albatera sección 01004;29,3;2,5
0300502 Albatera distrito 02;31,3;2,7
0300502001 Albatera sección 02001;28,9;2,7
0300502002 Albatera sección 02002;31,4;2,7
0300502003 Albatera sección 02003;32,6;2,9
22009 Albelda;26,1;2,2
2200901 Albelda distrito 01;26,1;2,2
2200901001 Albelda sección 01001;26,1;2,2
26005 Albelda de Iregua;33,2;2,7
2600501 Albelda de Iregua distrito 01;36,5;2,9
2600501001 Albelda de Iregua sección 01001;36,5;2,9
2600502 Albelda de Iregua distrito 02;29;2,5
2600502001 Albelda de Iregua sección 02001;29;2,5
16006 Albendea;29,5;2,8
1600601 Albendea distrito 01;29,5;2,8
1600601001 Albendea sección 01001;29,5;2,8
19008 Albendiego;.;.
1900801 Albendiego distrito 01;.;.
1900801001 Albendiego sección 01001;.;.
44010 Albentosa;32,2;2,7
4401001 Albentosa distrito 01;32,2;2,7
4401001001 Albentosa sección 01001;32,2;2,7
16007 Alberca de Záncara, La;30,5;2,5
1600701 Alberca de Záncara, La distrito 01;30,5;2,5
1600701001 Alberca de Záncara, La sección 01001;27,9;2,3
1600701002 Alberca de Záncara, La sección 01002;31,7;2,6
37010 Alberca, La;31,1;2,4
3701001 Alberca, La distrito 01;31,1;2,4
3701001001 Alberca, La sección 01001;31,1;2,4
37011 Alberguería de Argañán, La;25,1;2
3701101 Alberguería de Argañán, La distrito 01;25,1;2
3701101001 Alberguería de Argañán, La sección 01001;25,1;2
46011 Alberic;31,5;2,8
4601101 Alberic distrito 01;31,5;2,8
4601101001 Alberic sección 01001;30,7;2,8
4601101002 Alberic sección 01002;34,8;3,3
4601101003 Alberic sección 01003;27,8;2,4
4601101004 Alberic sección 01004;30,4;2,4
4601101005 Alberic sección 01005;35,3;2,9
4601101006 Alberic sección 01006;32,4;2,7
4601101007 Alberic sección 01007;29,2;2,5
26006 Alberite;29,4;2,6
2600601 Alberite distrito 01;29,4;2,6
2600601001 Alberite sección 01001;29,4;2,6
50010 Alberite de San Juan;.;.
5001001 Alberite de San Juan distrito 01;.;.
5001001001 Alberite de San Juan sección 01001;.;.
22011 Albero Alto;31,8;2,7
2201101 Albero Alto distrito 01;31,8;2,7
2201101001 Albero Alto sección 01001;31,8;2,7
22012 Albero Bajo;24;2,5
2201201 Albero Bajo distrito 01;24;2,5
2201201001 Albero Bajo sección 01001;24;2,5
22013 Alberuela de Tubo;26,3;2,1
2201301 Alberuela de Tubo distrito 01;26,3;2,1
2201301001 Alberuela de Tubo sección 01001;26,3;2,1
25008 Albesa;26;2,2
2500801 Albesa distrito 01;26;2,2
2500801001 Albesa sección 01001;26;2,2
50011 Albeta;20,5;2
5001101 Albeta distrito 01;20,5;2
5001101001 Albeta sección 01001;20,5;2
25009 Albi, L';27,7;2,6
2500901 Albi, L' distrito 01;27,7;2,6
2500901001 Albi, L' sección 01001;27,7;2,6
09009 Albillos;24,3;2,4
0900901 Albillos distrito 01;24,3;2,4
0900901001 Albillos sección 01001;24,3;2,4
43002 Albinyana;26,4;2,3
4300201 Albinyana distrito 01;26,4;2,3
4300201001 Albinyana sección 01001;26,4;2,3
43003 Albiol, L';29,8;2,5
4300301 Albiol, L' distrito 01;29,8;2,5
4300301001 Albiol, L' sección 01001;29,8;2,5
20004 Albiztur;23,2;1,9
2000401 Albiztur distrito 01;23,2;1,9
2000401001 Albiztur sección 01001;23,2;1,9
12003 Albocàsser;27,2;2,3
1200301 Albocàsser distrito 01;27,2;2,3
1200301001 Albocàsser sección 01001;27,2;2,3
04005 Alboloduy;24,7;2,2
0400501 Alboloduy distrito 01;24,7;2,2
0400501001 Alboloduy sección 01001;24,7;2,2
18003 Albolote;32,3;2,7
1800301 Albolote distrito 01;32,3;2,7
1800301001 Albolote sección 01001;31;2,6
1800301002 Albolote sección 01002;30;2,4
1800301003 Albolote sección 01003;33,5;2,8
1800301004 Albolote sección 01004;29,1;2,4
1800301005 Albolote sección 01005;28;2,4
1800301006 Albolote sección 01006;32,6;2,8
1800301007 Albolote sección 01007;31,3;2,6
1800301008 Albolote sección 01008;31,2;2,7
1800301009 Albolote sección 01009;31,1;2,7
1800301010 Albolote sección 01010;31,4;2,5
18004 Albondón;33,1;2,5
1800401 Albondón distrito 01;33,1;2,5
1800401001 Albondón sección 01001;33,1;2,5
17004 Albons;32;2,5
1700401 Albons distrito 01;32;2,5
1700401001 Albons sección 01001;32;2,5
46012 Alborache;29,1;2,6
4601201 Alborache distrito 01;29,1;2,6
4601201001 Alborache sección 01001;29,1;2,6
46013 Alboraia/Alboraya;32,5;2,9
4601301 Alboraia/Alboraya distrito 01;32,5;2,9
4601301001 Alboraia/Alboraya sección 01001;30,6;2,7
4601301002 Alboraia/Alboraya sección 01002;32,4;2,7
4601301003 Alboraia/Alboraya sección 01003;30,7;2,6
4601301004 Alboraia/Alboraya sección 01004;29,7;2,5
4601301005 Alboraia/Alboraya sección 01005;30,2;2,6
4601301006 Alboraia/Alboraya sección 01006;33,6;2,8
4601301007 Alboraia/Alboraya sección 01007;37,6;3,8
4601301008 Alboraia/Alboraya sección 01008;33,7;2,5
4601301009 Alboraia/Alboraya sección 01009;30,6;2,7
4601301010 Alboraia/Alboraya sección 01010;26,4;2,3
4601301011 Alboraia/Alboraya sección 01011;28,5;2,5
4601301012 Alboraia/Alboraya sección 01012;33,9;2,8
4601301014 Alboraia/Alboraya sección 01014;32,2;2,9
02005 Alborea;29,9;2,5
0200501 Alborea distrito 01;29,9;2,5
0200501001 Alborea sección 01001;29,9;2,5
50012 Alborge;24,7;2,1
5001201 Alborge distrito 01;24,7;2,1
5001201001 Alborge sección 01001;24,7;2,1
05005 Albornos;28,2;2,4
0500501 Albornos distrito 01;28,2;2,4
0500501001 Albornos sección 01001;28,2;2,4
04006 Albox;34,1;3,1
0400601 Albox distrito 01;35,3;3
0400601001 Albox sección 01001;35,8;3,2
0400601002 Albox sección 01002;34,6;2,9
0400602 Albox distrito 02;33,5;3
0400602001 Albox sección 02001;33,1;2,9
0400602002 Albox sección 02002;33,1;3
0400603 Albox distrito 03;30;2,5
0400603001 Albox sección 03001;30;2,5
0400604 Albox distrito 04;34;2,9
0400604001 Albox sección 04001;34;2,9
30004 Albudeite;27,2;2,3
3000401 Albudeite distrito 01;27,2;2,3
3000401001 Albudeite sección 01001;27,2;2,3
06005 Albuera, La;28,2;2,1
0600501 Albuera, La distrito 01;28,2;2,1
0600501001 Albuera, La sección 01001;28,6;2,1
0600501002 Albuera, La sección 01002;27,3;2,1
46014 Albuixech;28,6;2,6
4601401 Albuixech distrito 01;28,6;2,6
4601401001 Albuixech sección 01001;26,8;2,3
4601401002 Albuixech sección 01002;29,6;2,6
18005 Albuñán;32,2;2,6
1800501 Albuñán distrito 01;32,2;2,6
1800501001 Albuñán sección 01001;32,2;2,6
18006 Albuñol;35,4;3,2
1800601 Albuñol distrito 01;34,6;3,3
1800601001 Albuñol sección 01001;34,7;3,3
1800601002 Albuñol sección 01002;34,3;2,7
1800602 Albuñol distrito 02;36,2;3,2
1800602001 Albuñol sección 02001;36,2;3,2
18007 Albuñuelas;27,8;2,1
1800701 Albuñuelas distrito 01;27,8;2,1
1800701001 Albuñuelas sección 01001;27,8;2,1
06006 Alburquerque;27,1;2,2
0600601 Alburquerque distrito 01;26,6;2,1
0600601001 Alburquerque sección 01001;26,6;2,1
0600602 Alburquerque distrito 02;28,4;2,1
0600602001 Alburquerque sección 02001;28,4;2,1
0600603 Alburquerque distrito 03;24,9;2,1
0600603001 Alburquerque sección 03001;24,9;2,1
0600604 Alburquerque distrito 04;31,5;2,2
0600604001 Alburquerque sección 04001;31,5;2,2
45004 Alcabón;32;2,6
4500401 Alcabón distrito 01;32;2,6
4500401001 Alcabón sección 01001;32;2,6
02006 Alcadozo;26,5;2,1
0200601 Alcadozo distrito 01;26,5;2,1
0200601001 Alcadozo sección 01001;26,5;2,1
44011 Alcaine;.;.
4401101 Alcaine distrito 01;.;.
4401101001 Alcaine sección 01001;.;.
50013 Alcalá de Ebro;28,5;2,8
5001301 Alcalá de Ebro distrito 01;28,5;2,8
5001301001 Alcalá de Ebro sección 01001;28,5;2,8
41004 Alcalá de Guadaíra;31,7;2,7
4100401 Alcalá de Guadaíra distrito 01;30;2,7
4100401002 Alcalá de Guadaíra sección 01002;28,5;2,3
4100401003 Alcalá de Guadaíra sección 01003;32,7;2,8
4100402 Alcalá de Guadaíra distrito 02;31,6;2,7
4100402001 Alcalá de Guadaíra sección 02001;39,3;4,4
4100402003 Alcalá de Guadaíra sección 02003;31,4;2,5
4100402004 Alcalá de Guadaíra sección 02004;29,8;2,4
4100402005 Alcalá de Guadaíra sección 02005;30,9;2,7
4100402006 Alcalá de Guadaíra sección 02006;27,3;2,3
4100403 Alcalá de Guadaíra distrito 03;29,7;2,4
