location_raw;Fuente de ingreso: salario;Fuente de ingreso: pensiones;Fuente de ingreso: prestaciones por desempleo;Fuente de ingreso: otras prestaciones;Fuente de ingreso: otros ingresos
2801303 Aranjuez distrito 03;8877;2543;247;545;937
2801303001 Aranjuez sección 03001;9035;2737;228;427;1678
2801303002 Aranjuez sección 03002;8693;2412;229;547;1419
2801303003 Aranjuez sección 03003;9156;2715;225;597;890
2801303004 Aranjuez sección 03004;7818;5188;235;643;1208
2801303005 Aranjuez sección 03005;6090;3257;285;595;363
2801303006 Aranjuez sección 03006;6054;2936;261;535;433
2801303007 Aranjuez sección 03007;9080;1445;251;471;375
2801303008 Aranjuez sección 03008;11471;2131;243;529;1013
2801303009 Aranjuez sección 03009;12209;1880;251;588;2063
2801303010 Aranjuez sección 03010;10243;1276;262;492;501
2801304 Aranjuez distrito 04;10549;1784;236;496;1757
2801304001 Aranjuez sección 04001;6361;3965;246;560;2658
2801304002 Aranjuez sección 04002;8928;3620;225;532;1467
2801304003 Aranjuez sección 04003;9301;2956;233;493;2099
2801304004 Aranjuez sección 04004;13202;830;207;523;1843
2801304005 Aranjuez sección 04005;10536;904;262;448;1466
31024 Arano;;;;;
3102401 Arano distrito 01;;;;;
3102401001 Arano sección 01001;;;;;
31022 Arantza;;;;;
3102201 Arantza distrito 01;;;;;
3102201001 Arantza sección 01001;;;;;
48006 Arantzazu;11684,7;;;1187,4;1699,8
4800601 Arantzazu distrito 01;11684,7;;;1187,4;1699,8
4800601001 Arantzazu sección 01001;11684,7;;;1187,4;1699,8
19036 Aranzueque;5448;2425;199;546;2113
1903601 Aranzueque distrito 01;5448;2425;199;546;2113
1903601001 Aranzueque sección 01001;5448;2425;199;546;2113
12013 Arañuel;5703;4699;534;610;787
1201301 Arañuel distrito 01;5703;4699;534;610;787
1201301001 Arañuel sección 01001;5703;4699;534;610;787
37032 Arapiles;7174;2487;336;505;1652
3703201 Arapiles distrito 01;7174;2487;336;505;1652
3703201001 Arapiles sección 01001;7174;2487;336;505;1652
31026 Aras;;;;;
3102601 Aras distrito 01;;;;;
3102601001 Aras sección 01001;;;;;
46041 Aras de los Olmos;5580;4271;235;690;2403
4604101 Aras de los Olmos distrito 01;5580;4271;235;690;2403
4604101001 Aras de los Olmos sección 01001;5580;4271;235;690;2403
09020 Arauzo de Miel;5576;3796;178;660;1592
0902001 Arauzo de Miel distrito 01;5576;3796;178;660;1592
0902001001 Arauzo de Miel sección 01001;5576;3796;178;660;1592
09021 Arauzo de Salce;;;;;
0902101 Arauzo de Salce distrito 01;;;;;
0902101001 Arauzo de Salce sección 01001;;;;;
09022 Arauzo de Torre;;;;;
0902201 Arauzo de Torre distrito 01;;;;;
0902201001 Arauzo de Torre sección 01001;;;;;
19037 Arbancón;6863;3592;186;386;2363
1903701 Arbancón distrito 01;6863;3592;186;386;2363
1903701001 Arbancón sección 01001;6863;3592;186;386;2363
25029 Arbeca;7083;2989;209;598;2215
2502901 Arbeca distrito 01;7083;2989;209;598;2215
2502901001 Arbeca sección 01001;6978;2883;251;694;1705
2502901002 Arbeca sección 01002;7188;3097;166;500;2730
19038 Arbeteta;;;;;
1903801 Arbeteta distrito 01;;;;;
1903801001 Arbeteta sección 01001;;;;;
31027 Arbizu;;;;;
3102701 Arbizu distrito 01;;;;;
3102701001 Arbizu sección 01001;;;;;
36001 Arbo;4693;4477;232;576;927
3600101 Arbo distrito 01;5004;4057;196;530;1151
3600101001 Arbo sección 01001;5004;4057;196;530;1151
3600102 Arbo distrito 02;4719;4578;260;519;644
3600102001 Arbo sección 02001;4719;4578;260;519;644
3600103 Arbo distrito 03;4225;4957;253;706;928
3600103001 Arbo sección 03001;4225;4957;253;706;928
43016 Arboç, L';8444;2566;270;632;1086
4301601 Arboç, L' distrito 01;8444;2566;270;632;1086
4301601001 Arboç, L' sección 01001;8106;2538;269;660;1069
4301601002 Arboç, L' sección 01002;8719;2589;271;610;1100
04017 Arboleas;2812;3988;185;268;796
0401701 Arboleas distrito 01;2812;3988;185;268;796
0401701001 Arboleas sección 01001;2812;3988;185;268;796
43015 Arbolí;8820;2668;367;577;3724
4301501 Arbolí distrito 01;8820;2668;367;577;3724
4301501001 Arbolí sección 01001;8820;2668;367;577;3724
17009 Arbúcies;8527;2892;216;434;1711
1700901 Arbúcies distrito 01;8040;2755;220;415;1365
1700901001 Arbúcies sección 01001;7735;2605;232;380;1131
1700901002 Arbúcies sección 01002;8388;2925;206;455;1630
1700902 Arbúcies distrito 02;10456;3438;202;511;3085
1700902001 Arbúcies sección 02001;10456;3438;202;511;3085
16905 Arcas;10806;1435;285;621;1562
1690501 Arcas distrito 01;10806;1435;285;621;1562
1690501001 Arcas sección 01001;10806;1435;285;621;1562
31028 Arce/Artzi;;;;;
3102801 Arce/Artzi distrito 01;;;;;
3102801001 Arce/Artzi sección 01001;;;;;
37033 Arcediano;7584;2459;104;586;6135
3703301 Arcediano distrito 01;7584;2459;104;586;6135
3703301001 Arcediano sección 01001;7584;2459;104;586;6135
49010 Arcenillas;7813;2318;220;360;1700
4901001 Arcenillas distrito 01;7813;2318;220;360;1700
4901001001 Arcenillas sección 01001;7813;2318;220;360;1700
30009 Archena;6269;1821;309;662;890
3000901 Archena distrito 01;6269;1821;309;662;890
3000901001 Archena sección 01001;5623;2132;280;1088;986
3000901002 Archena sección 01002;5490;1669;301;590;765
3000901003 Archena sección 01003;5787;1641;381;494;647
3000901004 Archena sección 01004;6346;2385;285;707;874
3000901005 Archena sección 01005;5462;2258;301;681;871
3000901006 Archena sección 01006;6480;1798;280;716;914
3000901007 Archena sección 01007;6641;1298;332;562;839
3000901008 Archena sección 01008;5350;2013;316;723;908
3000901009 Archena sección 01009;8181;1717;303;656;1273
3000901010 Archena sección 01010;7779;1453;275;559;851
3000901011 Archena sección 01011;6523;1642;290;481;1022
29016 Árchez;3545;3129;658;909;1531
2901601 Árchez distrito 01;3545;3129;658;909;1531
2901601001 Árchez sección 01001;3545;3129;658;909;1531
29017 Archidona;5772;2265;469;592;1335
2901701 Archidona distrito 01;6350;2206;415;627;1466
2901701001 Archidona sección 01001;5013;3178;448;727;1650
2901701002 Archidona sección 01002;6427;2990;375;621;1652
2901701003 Archidona sección 01003;6287;1845;447;688;1198
2901701004 Archidona sección 01004;6945;1445;407;542;1432
2901702 Archidona distrito 02;5273;2234;518;532;1127
2901702001 Archidona sección 02001;4733;2515;491;564;1232
2901702002 Archidona sección 02002;5642;2042;537;509;1055
2901703 Archidona distrito 03;4881;2577;548;619;1392
2901703001 Archidona sección 03001;4881;2577;548;619;1392
45015 Arcicóllar;6694;2919;278;487;943
4501501 Arcicóllar distrito 01;6694;2919;278;487;943
4501501001 Arcicóllar sección 01001;6694;2919;278;487;943
37034 Arco, El;;;;;
3703401 Arco, El distrito 01;;;;;
3703401001 Arco, El sección 01001;;;;;
34015 Arconada;;;;;
3401501 Arconada distrito 01;;;;;
3401501001 Arconada sección 01001;;;;;
40020 Arcones;4466;4170;369;433;2781
4002001 Arcones distrito 01;4466;4170;369;433;2781
4002001001 Arcones sección 01001;4466;4170;369;433;2781
09023 Arcos;11952;1156;232;452;1174
0902301 Arcos distrito 01;11952;1156;232;452;1174
0902301001 Arcos sección 01001;11952;1156;232;452;1174
42025 Arcos de Jalón;6690;3453;147;600;1584
4202501 Arcos de Jalón distrito 01;6690;3453;147;600;1584
4202501001 Arcos de Jalón sección 01001;6801;3251;129;593;1710
4202501002 Arcos de Jalón sección 01002;6564;3682;166;608;1441
11006 Arcos de la Frontera;5035;1944;651;600;708
1100601 Arcos de la Frontera distrito 01;3538;1916;846;628;273
1100601001 Arcos de la Frontera sección 01001;3179;2294;846;708;341
1100601002 Arcos de la Frontera sección 01002;;;;;
1100601003 Arcos de la Frontera sección 01003;2992;2219;844;633;156
1100601004 Arcos de la Frontera sección 01004;3969;1790;846;598;404
1100601005 Arcos de la Frontera sección 01005;2358;2940;774;627;75
1100601006 Arcos de la Frontera sección 01006;4070;1247;846;595;225
1100602 Arcos de la Frontera distrito 02;5377;1974;559;641;823
1100602001 Arcos de la Frontera sección 02001;4629;2452;676;577;797
1100602002 Arcos de la Frontera sección 02002;5216;2156;493;675;1251
1100602003 Arcos de la Frontera sección 02003;4171;2562;580;693;1022
1100602004 Arcos de la Frontera sección 02004;3146;2874;638;759;306
1100602005 Arcos de la Frontera sección 02005;4808;2115;586;656;640
1100602006 Arcos de la Frontera sección 02006;3335;2631;733;819;194
1100602007 Arcos de la Frontera sección 02007;4529;2966;493;620;1208
1100602008 Arcos de la Frontera sección 02008;5882;1509;610;591;570
1100602009 Arcos de la Frontera sección 02009;7535;609;459;576;915
1100602010 Arcos de la Frontera sección 02010;7904;1145;457;582;923
1100603 Arcos de la Frontera distrito 03;4934;2007;682;494;572
1100603001 Arcos de la Frontera sección 03001;5378;1421;649;414;536
1100603002 Arcos de la Frontera sección 03002;4778;2185;717;588;386
1100603003 Arcos de la Frontera sección 03003;4445;2231;709;565;1061
1100603004 Arcos de la Frontera sección 03004;4590;2756;689;498;524
1100604 Arcos de la Frontera distrito 04;6187;1835;602;558;1110
1100604001 Arcos de la Frontera sección 04001;7516;2394;405;615;1585
1100604002 Arcos de la Frontera sección 04002;4397;1868;818;540;800
1100604003 Arcos de la Frontera sección 04003;3936;1634;805;566;923
1100604004 Arcos de la Frontera sección 04004;7554;1529;501;522;1056
49011 Arcos de la Polvorosa;5432;3508;147;575;2984
4901101 Arcos de la Polvorosa distrito 01;5432;3508;147;575;2984
4901101001 Arcos de la Polvorosa sección 01001;5432;3508;147;575;2984
16022 Arcos de la Sierra;;;;;
1602201 Arcos de la Sierra distrito 01;;;;;
1602201001 Arcos de la Sierra sección 01001;;;;;
44026 Arcos de las Salinas;4238;3659;149;424;1643
4402601 Arcos de las Salinas distrito 01;4238;3659;149;424;1643
4402601001 Arcos de las Salinas sección 01001;4238;3659;149;424;1643
31029 Arcos, Los;;;;;
3102901 Arcos, Los distrito 01;;;;;
3102901001 Arcos, Los sección 01001;;;;;
29018 Ardales;5507;2169;602;627;1045
2901801 Ardales distrito 01;5507;2169;602;627;1045
2901801001 Ardales sección 01001;5307;2167;618;593;763
2901801002 Ardales sección 01002;5864;2173;574;687;1549
50033 Ardisa;;;;;
5003301 Ardisa distrito 01;;;;;
5003301001 Ardisa sección 01001;;;;;
24006 Ardón;6692;4958;235;720;1241
2400601 Ardón distrito 01;6692;4958;235;720;1241
2400601001 Ardón sección 01001;6692;4958;235;720;1241
48093 Areatza;10751,1;;;1187,4;1565,4
4809301 Areatza distrito 01;10751,1;;;1187,4;1565,4
4809301001 Areatza sección 01001;10751,1;;;1187,4;1565,4
31030 Arellano;;;;;
3103001 Arellano distrito 01;;;;;
3103001001 Arellano sección 01001;;;;;
22035 Arén;6566;3308;131;523;3123
2203501 Arén distrito 01;6566;3308;131;523;3123
2203501001 Arén sección 01001;6566;3308;131;523;3123
05013 Arenal, El;4280;4659;217;499;1478
0501301 Arenal, El distrito 01;4280;4659;217;499;1478
0501301001 Arenal, El sección 01001;4280;4659;217;499;1478
13903 Arenales de San Gregorio;3733;2176;175;570;2168
1390301 Arenales de San Gregorio distrito 01;3733;2176;175;570;2168
1390301001 Arenales de San Gregorio sección 01001;3733;2176;175;570;2168
29019 Arenas;3470;2859;753;846;1094
2901901 Arenas distrito 01;3470;2859;753;846;1094
2901901001 Arenas sección 01001;3470;2859;753;846;1094
39004 Arenas de Iguña;6944;4114;235;774;833
3900401 Arenas de Iguña distrito 01;6944;4114;235;774;833
3900401001 Arenas de Iguña sección 01001;7030;4040;227;763;934
3900401002 Arenas de Iguña sección 01002;6806;4233;248;792;672
13018 Arenas de San Juan;4238;2129;445;700;1460
1301801 Arenas de San Juan distrito 01;4238;2129;445;700;1460
1301801001 Arenas de San Juan sección 01001;4238;2129;445;700;1460
05014 Arenas de San Pedro;5473;3125;293;490;1224
0501401 Arenas de San Pedro distrito 01;4765;3287;317;474;1231
0501401001 Arenas de San Pedro sección 01001;5061;3270;298;493;1296
0501401002 Arenas de San Pedro sección 01002;3835;3341;378;414;1027
0501402 Arenas de San Pedro distrito 02;5986;3059;294;498;1152
0501402001 Arenas de San Pedro sección 02001;4629;3443;347;695;1626
0501402002 Arenas de San Pedro sección 02002;6383;2947;279;441;1013
0501403 Arenas de San Pedro distrito 03;5766;2935;238;502;1381
0501403001 Arenas de San Pedro sección 03001;5766;2935;238;502;1381
18020 Arenas del Rey;4002;2393;759;738;1270
1802001 Arenas del Rey distrito 01;4002;2393;759;738;1270
1802001001 Arenas del Rey sección 01001;4002;2393;759;738;1270
1802001002 Arenas del Rey sección 01002;;;;;
42026 Arenillas;;;;;
4202601 Arenillas distrito 01;;;;;
4202601001 Arenillas sección 01001;;;;;
09024 Arenillas de Riopisuerga;6171;3465;408;590;1873
0902401 Arenillas de Riopisuerga distrito 01;6171;3465;408;590;1873
0902401001 Arenillas de Riopisuerga sección 01001;6171;3465;408;590;1873
44027 Arens de Lledó;2782;3625;190;218;957
4402701 Arens de Lledó distrito 01;2782;3625;190;218;957
4402701001 Arens de Lledó sección 01001;2782;3625;190;218;957
08006 Arenys de Mar;9963;3277;259;597;2504
0800601 Arenys de Mar distrito 01;9979;3467;250;560;3172
0800601001 Arenys de Mar sección 01001;9715;3401;246;586;2256
0800601002 Arenys de Mar sección 01002;10229;3039;249;522;2058
0800601003 Arenys de Mar sección 01003;8233;4631;247;495;1928
0800601004 Arenys de Mar sección 01004;11897;3289;265;649;8921
0800602 Arenys de Mar distrito 02;9949;3115;266;630;1934
0800602001 Arenys de Mar sección 02001;9154;3194;260;603;1613
0800602002 Arenys de Mar sección 02002;10294;3367;311;538;2164
0800602003 Arenys de Mar sección 02003;11683;3480;237;666;3132
0800602004 Arenys de Mar sección 02004;9182;2368;293;677;1370
0800602005 Arenys de Mar sección 02005;9317;2993;230;685;1297
08007 Arenys de Munt;10453;2648;234;588;2455
0800701 Arenys de Munt distrito 01;10182;2655;222;658;1971
0800701001 Arenys de Munt sección 01001;9805;2679;206;558;2262
0800701002 Arenys de Munt sección 01002;10375;2643;230;709;1822
0800702 Arenys de Munt distrito 02;10730;2640;247;517;2950
0800702001 Arenys de Munt sección 02001;11520;2840;214;500;4364
0800702002 Arenys de Munt sección 02002;9985;2451;278;532;1615
26015 Arenzana de Abajo;4337;4413;71;256;2115
2601501 Arenzana de Abajo distrito 01;4337;4413;71;256;2115
2601501001 Arenzana de Abajo sección 01001;4337;4413;71;256;2115
26016 Arenzana de Arriba;;;;;
2601601 Arenzana de Arriba distrito 01;;;;;
2601601001 Arenzana de Arriba sección 01001;;;;;
15004 Ares;7815;4448;266;592;969
1500401 Ares distrito 01;7589;4256;264;609;927
1500401001 Ares sección 01001;7334;5257;251;677;942
1500401002 Ares sección 01002;7550;3925;236;528;1058
1500401003 Ares sección 01003;7743;4046;293;643;813
1500402 Ares distrito 02;9246;5666;280;483;1242
1500402001 Ares sección 02001;9246;5666;280;483;1242
12014 Ares del Maestrat;5876;4522;165;594;2726
1201401 Ares del Maestrat distrito 01;5876;4522;165;594;2726
1201401001 Ares del Maestrat sección 01001;5876;4522;165;594;2726
31031 Areso;;;;;
3103101 Areso distrito 01;;;;;
3103101001 Areso sección 01001;;;;;
20013 Aretxabaleta;12537,6;;;1187,4;1866,8
2001301 Aretxabaleta distrito 01;12537,6;;;1187,4;1866,8
2001301001 Aretxabaleta sección 01001;10668,3;;;1187,4;1617,4
2001301002 Aretxabaleta sección 01002;11164,7;;;1187,4;2163,9
2001301003 Aretxabaleta sección 01003;11689,8;;;1187,4;1673,8
2001301004 Aretxabaleta sección 01004;16913,9;;;1187,4;1986,8
05015 Arevalillo;;;;;
0501501 Arevalillo distrito 01;;;;;
0501501001 Arevalillo sección 01001;;;;;
40021 Arevalillo de Cega;;;;;
4002101 Arevalillo de Cega distrito 01;;;;;
4002101001 Arevalillo de Cega sección 01001;;;;;
05016 Arévalo;7423;2562;280;484;1533
0501601 Arévalo distrito 01;5506;2864;269;626;1358
0501601001 Arévalo sección 01001;5506;2864;269;626;1358
0501602 Arévalo distrito 02;7693;2519;282;464;1558
0501602001 Arévalo sección 02001;6713;2614;317;554;1597
0501602002 Arévalo sección 02002;7780;3044;292;323;1233
0501602003 Arévalo sección 02003;7428;2347;311;441;1370
0501602004 Arévalo sección 02004;8858;2585;202;456;1698
0501602005 Arévalo sección 02005;8210;2147;259;496;1859
42027 Arévalo de la Sierra;;;;;
4202701 Arévalo de la Sierra distrito 01;;;;;
4202701001 Arévalo de la Sierra sección 01001;;;;;
13019 Argamasilla de Alba;5201;1894;425;524;1524
1301901 Argamasilla de Alba distrito 01;5913;1861;426;523;1742
1301901001 Argamasilla de Alba sección 01001;6636;2212;390;679;1825
1301901002 Argamasilla de Alba sección 01002;5437;1630;449;420;1687
1301902 Argamasilla de Alba distrito 02;4634;1951;400;499;1290
1301902001 Argamasilla de Alba sección 02001;4231;2328;360;548;1389
1301902002 Argamasilla de Alba sección 02002;4865;1734;423;471;1234
1301903 Argamasilla de Alba distrito 03;4925;1848;472;577;1556
1301903001 Argamasilla de Alba sección 03001;4925;1848;472;577;1556
13020 Argamasilla de Calatrava;7565;2834;344;743;897
1302001 Argamasilla de Calatrava distrito 01;7657;2856;324;755;883
1302001001 Argamasilla de Calatrava sección 01001;7177;2748;344;788;648
1302001002 Argamasilla de Calatrava sección 01002;8018;2936;308;730;1059
1302002 Argamasilla de Calatrava distrito 02;7471;2813;365;731;910
1302002001 Argamasilla de Calatrava sección 02001;8137;2698;359;709;950
1302002002 Argamasilla de Calatrava sección 02002;6509;2979;374;763;853
28014 Arganda del Rey;9418;1800;319;419;1113
2801401 Arganda del Rey distrito 01;9418;1800;319;419;1113
2801401001 Arganda del Rey sección 01001;8230;2025;390;431;778
2801401002 Arganda del Rey sección 01002;5835;2559;345;398;515
2801401003 Arganda del Rey sección 01003;6704;2752;388;543;725
2801401004 Arganda del Rey sección 01004;7398;3210;358;484;726
2801401005 Arganda del Rey sección 01005;6585;1788;405;310;904
2801401006 Arganda del Rey sección 01006;5609;2949;302;397;440
2801401007 Arganda del Rey sección 01007;7073;2231;360;436;1349
2801401008 Arganda del Rey sección 01008;7767;2445;366;387;1468
2801401009 Arganda del Rey sección 01009;6915;2419;357;470;1241
2801401010 Arganda del Rey sección 01010;9180;2472;338;428;1199
2801401011 Arganda del Rey sección 01011;10617;1444;247;414;1056
2801401012 Arganda del Rey sección 01012;8567;1835;405;410;1135
