location_raw;Renta neta media por persona ;Renta neta media por hogar;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por persona;Renta bruta media por hogar
1400201 Aguilar de la Frontera distrito 01;8.869;21.670;12.970;11.550;10.082;24.636
1400201001 Aguilar de la Frontera sección 01001;8.770;21.522;12.957;11.550;9.909;24.317
1400201002 Aguilar de la Frontera sección 01002;11.536;26.530;16.626;13.650;13.807;31.752
1400201003 Aguilar de la Frontera sección 01003;7.358;18.610;10.812;10.150;8.000;20.234
1400202 Aguilar de la Frontera distrito 02;8.023;20.449;11.939;10.850;8.971;22.866
1400202001 Aguilar de la Frontera sección 02001;8.273;20.388;12.153;10.850;9.189;22.645
1400202002 Aguilar de la Frontera sección 02002;8.750;21.052;12.731;10.850;9.762;23.487
1400202003 Aguilar de la Frontera sección 02003;6.611;17.885;10.093;9.450;7.232;19.567
1400202004 Aguilar de la Frontera sección 02004;8.930;22.928;13.352;11.550;10.252;26.322
1400203 Aguilar de la Frontera distrito 03;8.251;20.965;12.312;11.550;9.281;23.582
1400203001 Aguilar de la Frontera sección 03001;7.952;19.086;11.561;11.550;8.782;21.076
1400203002 Aguilar de la Frontera sección 03002;9.248;23.278;13.835;12.250;10.532;26.509
1400203003 Aguilar de la Frontera sección 03003;7.892;19.816;11.648;10.150;8.811;22.123
1400203004 Aguilar de la Frontera sección 03004;7.318;20.402;11.317;10.150;8.259;23.024
08002 Aguilar de Segarra;13.707;40.556;22.096;21.350;16.881;49.946
0800201 Aguilar de Segarra distrito 01;13.707;40.556;22.096;21.350;16.881;49.946
0800201001 Aguilar de Segarra sección 01001;13.707;40.556;22.096;21.350;16.881;49.946
44005 Aguilar del Alfambra;.;.;.;.;.;.
4400501 Aguilar del Alfambra distrito 01;.;.;.;.;.;.
4400501001 Aguilar del Alfambra sección 01001;.;.;.;.;.;.
26003 Aguilar del Río Alhama;11.967;24.313;17.135;14.350;13.881;28.201
2600301 Aguilar del Río Alhama distrito 01;11.967;24.313;17.135;14.350;13.881;28.201
2600301001 Aguilar del Río Alhama sección 01001;11.967;24.313;17.135;14.350;13.881;28.201
30003 Águilas;9.011;25.027;13.790;12.250;10.381;28.833
3000301 Águilas distrito 01;9.011;25.027;13.790;12.250;10.381;28.833
3000301001 Águilas sección 01001;10.174;22.970;14.488;12.250;11.813;26.672
3000301002 Águilas sección 01002;10.774;26.973;15.817;13.650;12.817;32.088
3000301003 Águilas sección 01003;7.893;21.508;11.998;10.850;8.646;23.559
3000301004 Águilas sección 01004;8.823;24.067;13.270;12.250;9.851;26.870
3000301005 Águilas sección 01005;8.005;24.211;12.734;12.250;9.038;27.335
3000301006 Águilas sección 01006;8.084;21.718;12.190;10.850;9.098;24.442
3000301007 Águilas sección 01007;9.810;24.512;14.348;12.250;11.387;28.451
3000301008 Águilas sección 01008;9.077;24.085;13.547;11.550;11.140;29.558
3000301009 Águilas sección 01009;13.345;33.526;19.982;17.150;16.598;41.697
3000301010 Águilas sección 01010;7.768;22.495;11.849;11.550;8.522;24.677
3000301011 Águilas sección 01011;8.438;27.202;13.617;12.250;9.617;31.004
3000301012 Águilas sección 01012;8.245;21.803;12.353;11.550;9.023;23.859
3000301013 Águilas sección 01013;7.789;22.690;12.176;11.550;8.662;25.233
3000301014 Águilas sección 01014;8.237;23.693;12.791;12.250;9.128;26.257
3000301015 Águilas sección 01015;9.473;21.972;14.262;12.950;11.081;25.701
3000301016 Águilas sección 01016;11.648;35.190;17.727;16.450;14.036;42.406
3000301017 Águilas sección 01017;4.891;17.698;8.080;7.350;5.227;18.913
3000301018 Águilas sección 01018;7.518;22.512;11.787;10.850;8.330;24.944
3000301019 Águilas sección 01019;10.968;30.033;17.035;15.750;13.134;35.964
3000301020 Águilas sección 01020;8.966;29.215;14.568;12.950;10.449;34.049
3000301021 Águilas sección 01021;9.536;25.780;14.437;12.950;11.035;29.833
3000301022 Águilas sección 01022;9.081;23.732;13.735;12.250;10.323;26.977
3000301023 Águilas sección 01023;7.880;23.699;12.212;11.550;8.749;26.313
3000301024 Águilas sección 01024;11.352;25.192;16.156;14.350;13.514;29.990
3000301025 Águilas sección 01025;8.021;23.920;12.717;11.900;8.854;26.402
3000301026 Águilas sección 01026;8.200;25.547;12.883;12.250;9.213;28.704
3000301027 Águilas sección 01027;8.431;24.100;12.905;12.250;9.344;26.709
3000301028 Águilas sección 01028;7.780;22.355;11.942;12.250;8.460;24.309
3000301029 Águilas sección 01029;10.107;28.613;15.395;13.650;11.849;33.545
3000301030 Águilas sección 01030;10.945;26.814;16.516;13.650;13.283;32.539
50005 Aguilón;14.630;34.643;20.991;19.250;17.245;40.836
5000501 Aguilón distrito 01;14.630;34.643;20.991;19.250;17.245;40.836
5000501001 Aguilón sección 01001;14.630;34.643;20.991;19.250;17.245;40.836
35002 Agüimes;10.183;28.760;15.723;14.350;11.787;33.291
3500201 Agüimes distrito 01;10.183;28.760;15.723;14.350;11.787;33.291
3500201001 Agüimes sección 01001;9.827;27.364;15.205;14.350;11.140;31.021
3500201002 Agüimes sección 01002;10.037;27.748;15.481;15.050;11.533;31.886
3500201003 Agüimes sección 01003;9.147;27.243;14.158;13.650;10.211;30.412
3500201004 Agüimes sección 01004;9.985;29.166;15.505;13.650;11.509;33.616
3500201005 Agüimes sección 01005;7.267;22.619;11.465;10.850;7.950;24.745
3500201006 Agüimes sección 01006;12.364;27.461;17.797;15.050;14.706;32.663
3500201007 Agüimes sección 01007;10.206;32.516;16.248;14.350;11.937;38.029
3500201008 Agüimes sección 01008;10.243;27.408;15.689;14.350;11.728;31.381
3500201009 Agüimes sección 01009;9.031;26.326;13.945;12.950;10.194;29.714
3500201010 Agüimes sección 01010;12.070;32.058;18.510;16.450;14.437;38.346
3500201011 Agüimes sección 01011;8.760;24.673;13.485;12.250;9.808;27.627
3500201012 Agüimes sección 01012;11.294;26.810;16.459;15.750;13.235;31.416
3500201013 Agüimes sección 01013;8.430;27.457;13.440;12.950;9.393;30.593
3500201014 Agüimes sección 01014;10.918;34.044;17.163;15.750;12.520;39.039
3500201015 Agüimes sección 01015;8.414;27.127;13.404;12.950;9.389;30.269
3500201016 Agüimes sección 01016;10.339;26.118;15.402;14.350;11.860;29.961
3500201017 Agüimes sección 01017;9.133;28.268;14.555;12.950;10.519;32.556
3500201018 Agüimes sección 01018;11.529;30.396;17.512;15.750;13.932;36.732
3500201019 Agüimes sección 01019;11.188;33.608;18.127;17.850;13.200;39.654
3500201020 Agüimes sección 01020;10.109;32.312;16.261;15.050;11.840;37.844
3500201021 Agüimes sección 01021;10.830;36.240;17.477;15.750;12.791;42.801
3500201022 Agüimes sección 01022;12.681;28.865;18.679;17.150;14.942;34.013
3500201023 Agüimes sección 01023;13.342;34.679;20.390;17.850;16.087;41.812
17001 Agullana;14.209;35.371;20.930;17.150;17.936;44.647
1700101 Agullana distrito 01;14.209;35.371;20.930;17.150;17.936;44.647
1700101001 Agullana sección 01001;14.209;35.371;20.930;17.150;17.936;44.647
46004 Agullent;10.094;26.176;15.190;14.350;11.759;30.492
4600401 Agullent distrito 01;10.094;26.176;15.190;14.350;11.759;30.492
4600401001 Agullent sección 01001;10.094;26.176;15.190;14.350;11.759;30.492
38002 Agulo;10.633;25.353;15.637;13.650;11.938;28.466
3800201 Agulo distrito 01;10.633;25.353;15.637;13.650;11.938;28.466
3800201001 Agulo sección 01001;10.633;25.353;15.637;13.650;11.938;28.466
01051 Agurain/Salvatierra;12.369;30.410;;;;
0105101 Agurain/Salvatierra distrito 01;;;;;;
0105101001 Agurain/Salvatierra sección 01001;;;;;;
0105101002 Agurain/Salvatierra sección 01002;;;;;;
0105101003 Agurain/Salvatierra sección 01003;;;;;;
10006 Ahigal;8.611;17.121;11.790;10.850;9.284;18.459
1000601 Ahigal distrito 01;8.611;17.121;11.790;10.850;9.284;18.459
1000601001 Ahigal sección 01001;8.611;17.121;11.790;10.850;9.284;18.459
37003 Ahigal de los Aceiteros;11.083;21.602;15.744;14.350;12.410;24.190
3700301 Ahigal de los Aceiteros distrito 01;11.083;21.602;15.744;14.350;12.410;24.190
3700301001 Ahigal de los Aceiteros sección 01001;11.083;21.602;15.744;14.350;12.410;24.190
37004 Ahigal de Villarino;.;.;.;.;.;.
3700401 Ahigal de Villarino distrito 01;.;.;.;.;.;.
3700401001 Ahigal de Villarino sección 01001;.;.;.;.;.;.
06003 Ahillones;9.619;20.510;13.578;11.550;10.748;22.919
0600301 Ahillones distrito 01;9.619;20.510;13.578;11.550;10.748;22.919
0600301001 Ahillones sección 01001;9.619;20.510;13.578;11.550;10.748;22.919
20016 Aia;13.844;34.662;20.917;19.250;16.362;40.965
2001601 Aia distrito 01;13.844;34.662;20.917;19.250;16.362;40.965
2001601001 Aia sección 01001;13.371;32.894;19.913;18.550;15.718;38.667
2001601002 Aia sección 01002;14.416;36.886;22.130;20.650;17.140;43.854
31009 Aibar/Oibar;.;.;;;;
3100901 Aibar/Oibar distrito 01;.;.;;;;
3100901001 Aibar/Oibar sección 01001;.;.;;;;
46042 Aielo de Malferit;10.192;28.058;15.714;14.350;11.690;32.181
4604201 Aielo de Malferit distrito 01;10.192;28.058;15.714;14.350;11.690;32.181
4604201001 Aielo de Malferit sección 01001;10.180;27.330;15.618;14.350;11.629;31.220
4604201002 Aielo de Malferit sección 01002;10.202;28.667;15.791;14.350;11.739;32.984
46043 Aielo de Rugat;15.111;36.125;22.150;17.850;18.811;44.970
4604301 Aielo de Rugat distrito 01;15.111;36.125;22.150;17.850;18.811;44.970
4604301001 Aielo de Rugat sección 01001;15.111;36.125;22.150;17.850;18.811;44.970
08014 Aiguafreda;14.442;35.917;21.221;19.250;17.354;43.160
0801401 Aiguafreda distrito 01;14.442;35.917;21.221;19.250;17.354;43.160
0801401001 Aiguafreda sección 01001;14.442;35.917;21.221;19.250;17.354;43.160
43001 Aiguamúrcia;11.678;28.256;17.407;15.750;13.752;33.274
4300101 Aiguamúrcia distrito 01;11.678;28.256;17.407;15.750;13.752;33.274
4300101001 Aiguamúrcia sección 01001;11.678;28.256;17.407;15.750;13.752;33.274
17002 Aiguaviva;15.900;53.283;25.971;23.450;20.073;67.265
1700201 Aiguaviva distrito 01;15.900;53.283;25.971;23.450;20.073;67.265
1700201001 Aiguaviva sección 01001;15.900;53.283;25.971;23.450;20.073;67.265
03004 Aigües;10.799;25.074;15.991;15.050;12.989;30.159
0300401 Aigües distrito 01;10.799;25.074;15.991;15.050;12.989;30.159
0300401001 Aigües sección 01001;10.799;25.074;15.991;15.050;12.989;30.159
12002 Aín;13.986;25.175;18.399;15.750;16.370;29.466
1200201 Aín distrito 01;13.986;25.175;18.399;15.750;16.370;29.466
1200201001 Aín sección 01001;13.986;25.175;18.399;15.750;16.370;29.466
22907 Aínsa-Sobrarbe;12.155;31.723;18.326;16.450;14.385;37.542
2290701 Aínsa-Sobrarbe distrito 01;12.155;31.723;18.326;16.450;14.385;37.542
2290701001 Aínsa-Sobrarbe sección 01001;12.155;31.723;18.326;16.450;14.385;37.542
50006 Ainzón;12.059;29.310;17.631;16.450;14.162;34.421
5000601 Ainzón distrito 01;12.059;29.310;17.631;16.450;14.162;34.421
5000601001 Ainzón sección 01001;12.059;29.310;17.631;16.450;14.162;34.421
22006 Aisa;15.039;36.345;22.666;19.950;18.291;44.204
2200601 Aisa distrito 01;15.039;36.345;22.666;19.950;18.291;44.204
2200601001 Aisa sección 01001;15.039;36.345;22.666;19.950;18.291;44.204
25038 Aitona;10.010;29.562;15.698;12.950;11.596;34.247
2503801 Aitona distrito 01;10.010;29.562;15.698;12.950;11.596;34.247
2503801001 Aitona sección 01001;10.360;29.982;16.132;15.050;12.010;34.756
2503801002 Aitona sección 01002;9.707;29.186;15.325;12.250;11.238;33.790
20003 Aizarnazabal;13.750;36.228;21.234;21.350;16.245;42.802
2000301 Aizarnazabal distrito 01;13.750;36.228;21.234;21.350;16.245;42.802
2000301001 Aizarnazabal sección 01001;13.750;36.228;21.234;21.350;16.245;42.802
28002 Ajalvir;13.421;38.128;20.958;18.550;16.348;46.445
2800201 Ajalvir distrito 01;13.421;38.128;20.958;18.550;16.348;46.445
2800201001 Ajalvir sección 01001;14.253;40.230;22.257;19.250;17.500;49.396
2800201002 Ajalvir sección 01002;12.767;36.459;19.936;17.850;15.444;44.103
26004 Ajamil de Cameros;.;.;.;.;.;.
2600401 Ajamil de Cameros distrito 01;.;.;.;.;.;.
2600401001 Ajamil de Cameros sección 01001;.;.;.;.;.;.
48911 Ajangiz;17.170;48.750;26.491;24.850;20.923;59.406
4891101 Ajangiz distrito 01;17.170;48.750;26.491;24.850;20.923;59.406
4891101001 Ajangiz sección 01001;17.170;48.750;26.491;24.850;20.923;59.406
45001 Ajofrín;9.055;24.005;13.818;12.950;10.283;27.262
4500101 Ajofrín distrito 01;9.055;24.005;13.818;12.950;10.283;27.262
4500101001 Ajofrín sección 01001;8.854;24.134;13.630;12.950;10.044;27.380
4500101002 Ajofrín sección 01002;9.386;23.806;14.130;13.650;10.677;27.081
44006 Alacón;10.928;22.304;15.375;12.250;12.478;25.467
4400601 Alacón distrito 01;10.928;22.304;15.375;12.250;12.478;25.467
4400601001 Alacón sección 01001;10.928;22.304;15.375;12.250;12.478;25.467
50007 Aladrén;.;.;.;.;.;.
5000701 Aladrén distrito 01;.;.;.;.;.;.
5000701001 Aladrén sección 01001;.;.;.;.;.;.
47004 Alaejos;10.413;24.047;14.900;12.250;11.877;27.428
4700401 Alaejos distrito 01;10.413;24.047;14.900;12.250;11.877;27.428
4700401001 Alaejos sección 01001;10.536;25.064;15.215;12.950;12.207;29.038
4700401002 Alaejos sección 01002;10.274;22.967;14.545;11.550;11.505;25.719
50008 Alagón;11.886;31.002;17.855;16.450;14.086;36.740
5000801 Alagón distrito 01;11.886;31.002;17.855;16.450;14.086;36.740
5000801001 Alagón sección 01001;12.034;31.342;17.992;16.450;14.269;37.164
5000801002 Alagón sección 01002;11.607;29.288;17.141;16.450;13.624;34.377
5000801003 Alagón sección 01003;11.439;29.168;17.033;16.450;13.408;34.188
5000801004 Alagón sección 01004;12.692;35.476;19.636;17.850;15.375;42.974
10903 Alagón del Río;8.090;20.621;12.126;11.550;8.892;22.665
1090301 Alagón del Río distrito 01;8.090;20.621;12.126;11.550;8.892;22.665
1090301001 Alagón del Río sección 01001;8.090;20.621;12.126;11.550;8.892;22.665
07002 Alaior;12.227;31.152;18.476;16.450;14.644;37.309
0700201 Alaior distrito 01;12.900;32.736;19.350;17.850;15.558;39.483
0700201001 Alaior sección 01001;12.724;33.412;19.171;17.850;15.220;39.966
0700201002 Alaior sección 01002;13.089;32.055;19.545;17.150;15.923;38.996
0700202 Alaior distrito 02;11.769;30.064;17.876;15.750;14.021;35.817
0700202001 Alaior sección 02001;12.011;31.154;18.075;15.750;14.258;36.984
0700202002 Alaior sección 02002;12.096;31.715;18.573;16.450;14.526;38.086
0700202003 Alaior sección 02003;11.101;27.056;16.814;15.750;13.150;32.048
21001 Alájar;7.136;16.094;10.177;9.450;8.034;18.119
2100101 Alájar distrito 01;7.136;16.094;10.177;9.450;8.034;18.119
2100101001 Alájar sección 01001;7.136;16.094;10.177;9.450;8.034;18.119
38003 Alajeró;10.678;25.408;15.787;15.050;12.242;29.130
3800301 Alajeró distrito 01;10.678;25.408;15.787;15.050;12.242;29.130
3800301001 Alajeró sección 01001;10.678;25.408;15.787;15.050;12.242;29.130
29001 Alameda;7.799;21.056;11.814;10.850;8.660;23.380
2900101 Alameda distrito 01;7.799;21.056;11.814;10.850;8.660;23.380
2900101001 Alameda sección 01001;7.820;20.871;11.729;10.850;8.700;23.221
2900101002 Alameda sección 01002;8.209;21.273;12.451;10.850;9.188;23.809
2900101003 Alameda sección 01003;7.410;19.293;11.026;10.850;8.050;20.959
2900101004 Alameda sección 01004;7.754;23.143;12.119;10.850;8.687;25.930
37005 Alameda de Gardón, La;.;.;.;.;.;.
3700501 Alameda de Gardón, La distrito 01;.;.;.;.;.;.
3700501001 Alameda de Gardón, La sección 01001;.;.;.;.;.;.
45002 Alameda de la Sagra;8.324;22.926;12.741;11.550;9.498;26.159
4500201 Alameda de la Sagra distrito 01;8.324;22.926;12.741;11.550;9.498;26.159
4500201001 Alameda de la Sagra sección 01001;8.654;22.688;13.040;12.250;9.829;25.768
4500201002 Alameda de la Sagra sección 01002;8.057;23.137;12.499;10.850;9.231;26.506
28003 Alameda del Valle;15.153;28.304;19.965;17.150;18.695;34.921
2800301 Alameda del Valle distrito 01;15.153;28.304;19.965;17.150;18.695;34.921
2800301001 Alameda del Valle sección 01001;15.153;28.304;19.965;17.150;18.695;34.921
18002 Alamedilla;9.053;18.699;12.278;11.550;9.806;20.255
1800201 Alamedilla distrito 01;9.053;18.699;12.278;11.550;9.806;20.255
1800201001 Alamedilla sección 01001;9.053;18.699;12.278;11.550;9.806;20.255
37006 Alamedilla, La;9.963;19.761;14.344;10.150;11.049;21.914
3700601 Alamedilla, La distrito 01;9.963;19.761;14.344;10.150;11.049;21.914
3700601001 Alamedilla, La sección 01001;9.963;19.761;14.344;10.150;11.049;21.914
13003 Alamillo;9.774;19.711;13.370;11.900;10.947;22.076
1300301 Alamillo distrito 01;9.774;19.711;13.370;11.900;10.947;22.076
1300301001 Alamillo sección 01001;9.774;19.711;13.370;11.900;10.947;22.076
19004 Alaminos;.;.;.;.;.;.
1900401 Alaminos distrito 01;.;.;.;.;.;.
1900401001 Alaminos sección 01001;.;.;.;.;.;.
28004 Álamo, El;9.936;29.001;15.539;14.350;11.611;33.889
2800401 Álamo, El distrito 01;9.936;29.001;15.539;14.350;11.611;33.889
2800401001 Álamo, El sección 01001;9.594;27.777;14.984;13.650;11.106;32.156
2800401002 Álamo, El sección 01002;10.284;29.171;15.857;14.350;12.096;34.311
2800401003 Álamo, El sección 01003;9.559;28.691;15.310;13.650;11.113;33.355
2800401004 Álamo, El sección 01004;10.322;31.342;16.154;15.050;12.158;36.916
25004 Alamús, Els;12.560;34.762;19.254;17.150;15.017;41.561
2500401 Alamús, Els distrito 01;12.560;34.762;19.254;17.150;15.017;41.561
2500401001 Alamús, Els sección 01001;12.560;34.762;19.254;17.150;15.017;41.561
06004 Alange;8.451;20.286;12.343;10.850;9.476;22.745
0600401 Alange distrito 01;8.451;20.286;12.343;10.850;9.476;22.745
0600401001 Alange sección 01001;7.717;19.389;11.389;10.150;8.443;21.212
0600401002 Alange sección 01002;9.172;21.091;13.280;11.550;10.490;24.122
41002 Alanís;7.701;18.196;11.207;10.150;8.568;20.246
4100201 Alanís distrito 01;7.701;18.196;11.207;10.150;8.568;20.246
4100201001 Alanís sección 01001;7.806;17.777;11.268;10.150;8.643;19.683
4100201002 Alanís sección 01002;7.599;18.631;11.149;9.450;8.496;20.832
46005 Alaquàs;10.275;26.154;15.404;13.650;11.880;30.237
4600501 Alaquàs distrito 01;10.154;25.020;15.018;13.650;11.712;28.858
4600501001 Alaquàs sección 01001;11.156;27.296;16.241;14.350;13.046;31.921
4600501002 Alaquàs sección 01002;12.762;32.040;19.147;16.450;15.629;39.237
4600501003 Alaquàs sección 01003;9.222;23.004;13.800;12.250;10.374;25.878
4600501004 Alaquàs sección 01004;10.857;28.084;16.668;14.350;12.772;33.037
4600501005 Alaquàs sección 01005;10.113;24.348;14.731;12.950;11.726;28.233
4600501006 Alaquàs sección 01006;9.381;22.327;13.697;12.250;10.560;25.134
4600501007 Alaquàs sección 01007;9.411;19.959;13.021;11.550;10.456;22.175
4600501008 Alaquàs sección 01008;8.377;17.783;11.843;10.850;9.042;19.193
4600501010 Alaquàs sección 01010;9.808;27.267;14.828;13.650;11.249;31.274
4600502 Alaquàs distrito 02;10.674;27.864;16.136;14.350;12.462;32.531
4600502001 Alaquàs sección 02001;10.047;23.332;14.488;13.650;11.509;26.728
4600502002 Alaquàs sección 02002;10.889;29.233;16.739;15.050;12.684;34.054
4600502003 Alaquàs sección 02003;9.485;26.456;14.830;13.650;10.840;30.236
4600502004 Alaquàs sección 02004;10.464;30.471;16.501;15.050;12.345;35.949
4600502005 Alaquàs sección 02005;11.156;31.263;17.162;15.050;12.994;36.414
4600502006 Alaquàs sección 02006;9.040;23.156;13.342;12.250;10.229;26.202
4600502007 Alaquàs sección 02007;13.728;30.478;19.578;17.850;16.714;37.106
4600503 Alaquàs distrito 03;9.798;25.115;14.764;13.650;11.170;28.629
4600503001 Alaquàs sección 03001;10.239;26.321;15.130;13.650;11.687;30.043
4600503002 Alaquàs sección 03002;9.504;23.037;14.021;12.950;10.736;26.023
4600503003 Alaquàs sección 03003;9.212;24.166;14.102;12.950;10.492;27.524
4600503004 Alaquàs sección 03004;10.043;24.865;14.851;13.650;11.301;27.980
4600503005 Alaquàs sección 03005;9.883;26.644;15.321;14.350;11.444;30.852
34005 Alar del Rey;11.620;24.206;16.213;14.350;13.306;27.718
3400501 Alar del Rey distrito 01;11.620;24.206;16.213;14.350;13.306;27.718
3400501001 Alar del Rey sección 01001;11.620;24.206;16.213;14.350;13.306;27.718
37007 Alaraz;10.497;21.898;14.677;12.250;11.979;24.989
3700701 Alaraz distrito 01;10.497;21.898;14.677;12.250;11.979;24.989
3700701001 Alaraz sección 01001;10.497;21.898;14.677;12.250;11.979;24.989
50009 Alarba;8.665;22.981;13.321;12.250;9.864;26.161
5000901 Alarba distrito 01;8.665;22.981;13.321;12.250;9.864;26.161
5000901001 Alarba sección 01001;8.665;22.981;13.321;12.250;9.864;26.161
16003 Alarcón;9.547;21.060;14.040;12.250;10.541;23.252
1600301 Alarcón distrito 01;9.547;21.060;14.040;12.250;10.541;23.252
1600301001 Alarcón sección 01001;9.547;21.060;14.040;12.250;10.541;23.252
19005 Alarilla;9.562;20.938;12.827;10.850;11.076;24.252
1900501 Alarilla distrito 01;9.562;20.938;12.827;10.850;11.076;24.252
1900501001 Alarilla sección 01001;9.562;20.938;12.827;10.850;11.076;24.252
07001 Alaró;13.415;37.094;21.252;17.150;16.664;46.079
