location_raw;Edad media de la población;Porcentaje de población menor de 18 años;Porcentaje de población de 65 y más años;Tamaño medio del hogar;Porcentaje de hogares unipersonales;Población
2800702037 Alcorcón sección 02037;38,7;21,1;9,1;3,16;15,5;1.247
2800702038 Alcorcón sección 02038;34,6;32,9;7;2,93;17,7;1.955
2800703 Alcorcón distrito 03;48;13,2;32,2;2,55;22,6;32.891
2800703001 Alcorcón sección 03001;46,9;14,8;29,7;2,57;23,9;1.799
2800703002 Alcorcón sección 03002;48,3;13,4;32,6;2,59;25;1.121
2800703003 Alcorcón sección 03003;50,1;12,8;37,5;2,32;25,8;830
2800703004 Alcorcón sección 03004;45,7;14,3;27,6;2,64;21,5;1.228
2800703005 Alcorcón sección 03005;49,5;11,4;34,6;2,45;27,3;1.356
2800703006 Alcorcón sección 03006;45,3;15,4;25,4;2,48;30;949
2800703007 Alcorcón sección 03007;45,6;15;26,8;2,48;28,3;955
2800703008 Alcorcón sección 03008;45,9;16;27,2;2,56;23,8;881
2800703009 Alcorcón sección 03009;49,4;13,3;37,1;2,49;24,8;1.215
2800703010 Alcorcón sección 03010;44,8;16;26,2;2,66;27,5;1.366
2800703011 Alcorcón sección 03011;50,8;10,5;38,6;2,5;20,1;823
2800703012 Alcorcón sección 03012;49,9;11,7;36;2,6;18,3;1.691
2800703013 Alcorcón sección 03013;47,1;14;29,5;2,72;16,5;1.331
2800703014 Alcorcón sección 03014;47,6;11,1;28,3;2,63;18,2;1.301
2800703015 Alcorcón sección 03015;47,4;13,3;29,1;2,67;16,9;1.198
2800703016 Alcorcón sección 03016;46,3;15,2;27,9;2,77;16,3;1.206
2800703017 Alcorcón sección 03017;48,7;13;34,5;2,56;21,6;1.245
2800703018 Alcorcón sección 03018;48,9;13,1;35,6;2,52;22,4;1.408
2800703019 Alcorcón sección 03019;47,8;12,5;31,6;2,58;21,4;1.613
2800703020 Alcorcón sección 03020;51,1;11,8;39,8;2,48;21,7;1.094
2800703021 Alcorcón sección 03021;47,9;14,9;33,1;2,53;22,8;1.291
2800703022 Alcorcón sección 03022;50,8;10,7;38,5;2,5;22,1;793
2800703023 Alcorcón sección 03023;51,1;10,7;37,8;2,46;20,4;786
2800703024 Alcorcón sección 03024;48,4;13,4;33,8;2,47;25,4;1.108
2800703025 Alcorcón sección 03025;50,2;11,1;38,3;2,49;20,3;1.130
2800703026 Alcorcón sección 03026;47,6;11,7;28,1;2,52;25,9;857
2800703027 Alcorcón sección 03027;49,7;12,1;36,2;2,58;17,1;754
2800703028 Alcorcón sección 03028;50,4;12,5;37,7;2,47;23,9;610
2800703029 Alcorcón sección 03029;43,4;14,3;20,3;2,54;27,7;952
2800704 Alcorcón distrito 04;40,8;20,1;17,6;2,64;24,7;56.429
2800704001 Alcorcón sección 04001;43,6;16,9;24,2;2,88;22,9;983
2800704002 Alcorcón sección 04002;42,4;21,1;22,6;2,94;22,4;1.101
2800704003 Alcorcón sección 04003;42;18,1;20,2;2,81;27;1.398
2800704004 Alcorcón sección 04004;43,4;17,9;24,3;2,67;27,9;1.397
2800704005 Alcorcón sección 04005;45;15,8;25,4;2,63;26,6;1.136
2800704006 Alcorcón sección 04006;48,9;12,1;33,5;2,51;23,5;845
2800704007 Alcorcón sección 04007;49,3;11,2;33;2,55;20,4;1.703
2800704008 Alcorcón sección 04008;48,8;11,4;30;2,68;19,2;1.656
2800704009 Alcorcón sección 04009;45,5;15,6;27,8;2,58;25,2;1.567
2800704010 Alcorcón sección 04010;44,9;15,1;24,4;2,59;25;808
2800704011 Alcorcón sección 04011;45,7;15,7;26,9;2,51;28,5;1.398
2800704012 Alcorcón sección 04012;48,2;14,2;32,5;2,59;25,6;1.062
2800704013 Alcorcón sección 04013;45,5;14,7;26,9;2,5;27,2;1.337
2800704014 Alcorcón sección 04014;47;14,7;27,8;2,51;27,4;979
2800704015 Alcorcón sección 04015;47,7;11,6;26,3;2,68;16,6;1.547
2800704016 Alcorcón sección 04016;50,8;11,5;38,4;2,6;21,5;1.236
2800704017 Alcorcón sección 04017;46;16,7;28;2,46;29,3;1.150
2800704018 Alcorcón sección 04018;47;13,8;28,1;2,72;18,9;1.568
2800704019 Alcorcón sección 04019;52;10,5;41,2;2,37;23,5;1.008
2800704020 Alcorcón sección 04020;46,6;15,4;30,1;2,69;17,3;1.649
2800704021 Alcorcón sección 04021;46;14,7;24,6;2,66;19,4;1.232
2800704022 Alcorcón sección 04022;48,5;14,4;33,7;2,48;24,8;1.121
2800704023 Alcorcón sección 04023;42,1;16,5;15,3;3,06;14;1.897
2800704024 Alcorcón sección 04024;40,7;19;12,5;2,99;13,4;1.548
2800704025 Alcorcón sección 04025;38,6;22,6;8,6;2,9;17,2;2.389
2800704026 Alcorcón sección 04026;37,4;26,2;9;2,81;19,9;2.137
2800704027 Alcorcón sección 04027;35,6;29,6;6,8;2,98;15,4;2.833
2800704028 Alcorcón sección 04028;37,8;24,7;9,7;3,26;10;2.568
2800704029 Alcorcón sección 04029;46,1;11,6;22,1;3,08;7,1;971
2800704030 Alcorcón sección 04030;31,6;28,3;3,1;2,46;33,3;2.768
2800704031 Alcorcón sección 04031;31,8;27,4;3,9;2,35;34,9;1.757
2800704032 Alcorcón sección 04032;32,4;26,4;3,7;2,27;38,8;1.921
2800704033 Alcorcón sección 04033;30,4;30,6;2,6;2,54;29,5;2.833
2800704034 Alcorcón sección 04034;32,6;24,5;3,5;2,22;39,8;2.339
2800704035 Alcorcón sección 04035;30,9;28,7;2,5;2,38;36,7;2.587
44014 Alcorisa;43,8;18,2;21,1;2,57;27,7;3.209
4401401 Alcorisa distrito 01;43,8;18,2;21,1;2,57;27,7;3.209
4401401001 Alcorisa sección 01001;43,7;19,1;21,4;2,53;28,9;1.627
4401401002 Alcorisa sección 01002;44;17,2;20,7;2,6;26,3;1.582
19013 Alcoroches;54,6;4,8;30,2;2,17;44,8;128
1901301 Alcoroches distrito 01;54,6;4,8;30,2;2,17;44,8;128
1901301001 Alcoroches sección 01001;54,6;4,8;30,2;2,17;44,8;128
43005 Alcover;41,2;20;17,5;2,64;24,4;5.022
4300501 Alcover distrito 01;40,6;20,2;16,6;2,63;23,9;2.609
4300501001 Alcover sección 01001;40,6;20,2;16,6;2,63;23,9;2.609
4300502 Alcover distrito 02;41,8;19,9;18,4;2,65;24,8;2.413
4300502001 Alcover sección 02001;41,8;19,9;18,4;2,65;24,8;2.413
03009 Alcoy/Alcoi;43,8;17,1;20,6;2,43;30,2;58.528
0300901 Alcoy/Alcoi distrito 01;41,4;19,4;17,5;2,24;40,5;4.467
0300901001 Alcoy/Alcoi sección 01001;39,3;20,8;16,1;2,26;40,2;1.327
0300901003 Alcoy/Alcoi sección 01003;44,9;15,5;22,5;1,98;50;1.251
0300901004 Alcoy/Alcoi sección 01004;42,4;20,6;21;2,47;33,9;752
0300901006 Alcoy/Alcoi sección 01006;39,3;21,1;11,3;2,41;32,5;1.137
0300902 Alcoy/Alcoi distrito 02;42;18,8;18,2;2,35;34,5;7.474
0300902001 Alcoy/Alcoi sección 02001;41,6;18,9;16,5;2,56;27,6;890
0300902002 Alcoy/Alcoi sección 02002;39,1;21,7;13,1;2,52;27,8;2.129
0300902003 Alcoy/Alcoi sección 02003;41,7;19;18,1;2,16;43,9;1.116
0300902004 Alcoy/Alcoi sección 02004;42,4;17,8;18,8;2,34;35,9;1.138
0300902005 Alcoy/Alcoi sección 02005;47,1;13,3;24,8;1,95;49,9;729
0300902007 Alcoy/Alcoi sección 02007;44;17,9;23,1;2,43;29;1.472
0300903 Alcoy/Alcoi distrito 03;43,9;16,8;20,7;2,42;28,2;7.338
0300903001 Alcoy/Alcoi sección 03001;45,4;15,9;21,1;2,36;32,6;1.064
0300903002 Alcoy/Alcoi sección 03002;45,3;16,2;23,6;2,49;22,7;1.405
0300903003 Alcoy/Alcoi sección 03003;46,9;12,1;24,3;2,32;30,1;1.466
0300903004 Alcoy/Alcoi sección 03004;41,5;19,3;18,6;2,54;22,4;1.573
0300903005 Alcoy/Alcoi sección 03005;39,7;22,3;15,8;2,49;28,5;1.077
0300903006 Alcoy/Alcoi sección 03006;44,8;14,7;19,5;2,23;38,5;753
0300904 Alcoy/Alcoi distrito 04;46,2;14,9;25,5;2,4;29,1;8.536
0300904001 Alcoy/Alcoi sección 04001;43,5;16,9;19,1;2,54;25;782
0300904002 Alcoy/Alcoi sección 04002;45,9;14;23,4;2,42;29,6;1.660
0300904003 Alcoy/Alcoi sección 04003;46,4;15,6;25,3;2,42;30,8;1.093
0300904004 Alcoy/Alcoi sección 04004;47,8;13,3;29,3;2,33;29;1.158
0300904005 Alcoy/Alcoi sección 04005;50;13,8;34,9;2,19;32,6;680
0300904006 Alcoy/Alcoi sección 04006;46,8;14,1;27,8;2,29;33,3;1.001
0300904007 Alcoy/Alcoi sección 04007;45;16,7;25,4;2,34;31,5;854
0300904008 Alcoy/Alcoi sección 04008;44,9;15,9;22,4;2,63;21,9;1.308
0300905 Alcoy/Alcoi distrito 05;43,6;17,1;18,6;2,46;29,4;7.260
0300905001 Alcoy/Alcoi sección 05001;44,8;16,9;21,8;2,45;29,4;1.283
0300905002 Alcoy/Alcoi sección 05002;45,5;15,3;23,1;2,27;37,6;1.044
0300905003 Alcoy/Alcoi sección 05003;43,5;17,1;17,8;2,4;31,3;1.509
0300905004 Alcoy/Alcoi sección 05004;47,6;12,9;25,2;2,2;37;1.068
0300905005 Alcoy/Alcoi sección 05005;44,8;14,2;20,1;2,43;27,4;1.046
0300905006 Alcoy/Alcoi sección 05006;36,9;24,5;6,3;3,1;10,9;1.310
0300906 Alcoy/Alcoi distrito 06;44,6;16,5;21,7;2,38;33;5.499
0300906001 Alcoy/Alcoi sección 06001;45,4;14,4;21,9;2,41;32,6;1.497
0300906002 Alcoy/Alcoi sección 06002;44,6;16,2;22,1;2,3;34,9;955
0300906003 Alcoy/Alcoi sección 06003;46,4;16,5;26,1;2,32;35,4;1.102
0300906004 Alcoy/Alcoi sección 06004;42,6;18,2;17,2;2,48;28;1.166
0300906005 Alcoy/Alcoi sección 06005;43,7;18,4;21,1;2,41;34,7;779
0300907 Alcoy/Alcoi distrito 07;44,7;17;22,9;2,48;27;7.677
0300907001 Alcoy/Alcoi sección 07001;45,2;17,1;22;2,67;20,2;1.203
0300907002 Alcoy/Alcoi sección 07002;42,6;18;19,4;2,54;26,3;2.016
0300907003 Alcoy/Alcoi sección 07003;42,6;20,9;19,1;2,57;23,4;1.140
0300907005 Alcoy/Alcoi sección 07005;50,8;10,7;35,7;2,26;31,3;1.343
0300907007 Alcoy/Alcoi sección 07007;46,9;13,4;23,6;2,39;31,2;979
0300907008 Alcoy/Alcoi sección 07008;40,3;22,6;17;2,51;29,5;996
0300908 Alcoy/Alcoi distrito 08;42,9;17,5;18,9;2,56;25,3;10.277
0300908001 Alcoy/Alcoi sección 08001;43,3;17,1;18,5;2,54;26,1;2.017
0300908002 Alcoy/Alcoi sección 08002;35;26,8;10,9;2,69;22,2;1.524
0300908003 Alcoy/Alcoi sección 08003;43,1;18;18,7;2,7;22,5;1.585
0300908004 Alcoy/Alcoi sección 08004;46,3;13;23,7;2,55;22,8;740
0300908005 Alcoy/Alcoi sección 08005;47,2;13,1;27,6;2,38;28;1.371
0300908006 Alcoy/Alcoi sección 08006;46,1;12,1;20,2;2,3;34,7;1.369
0300908007 Alcoy/Alcoi sección 08007;41,5;19,2;16,2;2,72;19,5;1.671
22018 Alcubierre;52,8;9;35,1;2,17;39;345
2201801 Alcubierre distrito 01;52,8;9;35,1;2,17;39;345
2201801001 Alcubierre sección 01001;52,8;9;35,1;2,17;39;345
42007 Alcubilla de Avellaneda;56,5;3,5;40,9;1,77;47,6;128
4200701 Alcubilla de Avellaneda distrito 01;56,8;3,5;41,6;1,77;48,2;128
4200701001 Alcubilla de Avellaneda sección 01001;57;3,5;43,2;1,74;50,7;128
42008 Alcubilla de las Peñas;.;.;.;.;.;.
4200801 Alcubilla de las Peñas distrito 01;.;.;.;.;.;.
4200801001 Alcubilla de las Peñas sección 01001;.;.;.;.;.;.
49004 Alcubilla de Nogales;56,5;6;40,9;2,05;29,8;128
4900401 Alcubilla de Nogales distrito 01;56,8;6;41,6;2,05;29,8;128
4900401001 Alcubilla de Nogales sección 01001;57;6;43,2;2,05;29,8;128
13008 Alcubillas;53,5;6,7;35,7;2,26;34,6;476
1300801 Alcubillas distrito 01;53,5;6,7;35,7;2,26;34,6;476
1300801001 Alcubillas sección 01001;53,5;6,7;35,7;2,26;34,6;476
46018 Alcublas;52;7,7;33,8;2;45,4;627
4601801 Alcublas distrito 01;52;7,7;33,8;2;45,4;627
4601801001 Alcublas sección 01001;52;7,7;33,8;2;45,4;627
07003 Alcúdia;38,7;18,7;12;2,69;28,8;20.047
0700301 Alcúdia distrito 01;38,5;20,2;12,7;2,95;23;7.486
0700301001 Alcúdia sección 01001;39,3;19,9;14,3;2,89;24,2;2.750
0700301002 Alcúdia sección 01002;39,2;19,8;13,9;2,83;30,4;1.062
0700301003 Alcúdia sección 01003;37,8;20,4;10,7;2,94;19,9;1.772
0700301004 Alcúdia sección 01004;37,4;20,8;11,4;3,11;19,8;1.902
0700302 Alcúdia distrito 02;43,5;15,8;19,3;2,46;33;1.590
0700302001 Alcúdia sección 02001;43,5;15,8;19,3;2,46;33;1.590
0700303 Alcúdia distrito 03;38,9;18,6;12,5;2,76;26,6;5.021
0700303001 Alcúdia sección 03001;38,4;18,8;11,6;2,82;26,1;2.224
0700303002 Alcúdia sección 03002;42,5;15,1;18,8;2,51;32,2;888
0700303003 Alcúdia sección 03003;37,9;20;10,7;2,83;24,2;1.909
0700304 Alcúdia distrito 04;37,6;17,5;8,8;2,42;35,3;5.950
0700304001 Alcúdia sección 04001;38,2;16,3;9,7;2,44;35,3;2.119
0700304002 Alcúdia sección 04002;37,3;19,2;8,1;2,49;33,4;2.427
0700304003 Alcúdia sección 04003;37,4;16,4;8,5;2,3;38,2;1.404
46020 Alcúdia de Crespins, l';42,4;17,5;17,9;2,55;26,5;5.082
4602001 Alcúdia de Crespins, l' distrito 01;42,4;17,5;17,9;2,55;26,5;5.082
4602001001 Alcúdia de Crespins, l' sección 01001;42,5;16,9;17,2;2,55;28;2.384
4602001002 Alcúdia de Crespins, l' sección 01002;45,9;15,1;24,4;2,48;27,6;1.201
4602001003 Alcúdia de Crespins, l' sección 01003;39,6;20,3;14;2,63;23,2;1.497
04009 Alcudia de Monteagud;54,5;3,9;34,2;1,94;47,6;155
0400901 Alcudia de Monteagud distrito 01;54,5;3,9;34,2;1,94;48,2;155
0400901001 Alcudia de Monteagud sección 01001;54,5;3,9;34,2;1,94;48,8;155
12006 Alcudia de Veo;48,8;7,4;25,3;1,98;44,8;190
1200601 Alcudia de Veo distrito 01;48,8;7,4;25,3;1,98;44,8;190
1200601001 Alcudia de Veo sección 01001;48,8;7,4;25,3;1,98;44,8;190
46019 Alcúdia, l';41,8;19;18;2,57;26,2;11.942
4601901 Alcúdia, l' distrito 01;46,2;15,2;25,1;2,48;27,7;3.592
4601901001 Alcúdia, l' sección 01001;48,1;14;27,9;2,4;29,1;1.190
4601901002 Alcúdia, l' sección 01002;47,3;14,5;28,1;2,4;30,4;1.271
4601901003 Alcúdia, l' sección 01003;42,9;17,3;18,7;2,68;22,8;1.131
4601902 Alcúdia, l' distrito 02;39,8;20,6;14,9;2,61;25,5;8.350
4601902001 Alcúdia, l' sección 02001;39,6;21,9;14,8;2,73;24,1;1.482
4601902002 Alcúdia, l' sección 02002;38,9;21,3;14;2,49;28,9;1.673
4601902003 Alcúdia, l' sección 02003;44,4;16,2;20,5;2,56;25,1;1.563
4601902004 Alcúdia, l' sección 02004;40,8;19,1;17,4;2,55;27,3;1.306
4601902005 Alcúdia, l' sección 02005;36,9;24,5;9,8;2,94;15,9;1.092
4601902006 Alcúdia, l' sección 02006;37,2;21,5;10,9;2,49;28,1;1.234
10010 Alcuéscar;46,3;13,7;23,6;2,27;35,2;2.465
1001001 Alcuéscar distrito 01;46,3;13,7;23,6;2,27;35,2;2.465
1001001001 Alcuéscar sección 01001;47,1;12,9;25,4;2,26;34,2;1.102
1001001002 Alcuéscar sección 01002;45,6;14,4;22,1;2,28;36,1;1.363
1001002 Alcuéscar distrito 02;;;;;;
1001002001 Alcuéscar sección 02001;;;;;;
46021 Aldaia;39,8;20,7;14,6;2,62;24,4;31.566
4602101 Aldaia distrito 01;39,8;20,7;14,6;2,62;24,4;31.566
4602101001 Aldaia sección 01001;43,1;17,6;18,6;2,56;23,7;1.922
4602101002 Aldaia sección 01002;40,5;19,8;15,4;2,64;24,8;2.168
4602101003 Aldaia sección 01003;45,1;15,1;22,8;2,5;28,3;857
4602101004 Aldaia sección 01004;37,4;24,2;12,2;2,68;23,7;1.798
4602101005 Aldaia sección 01005;42,3;18,3;17,9;2,53;25,3;1.674
4602101006 Aldaia sección 01006;43,6;15,8;21;2,56;26,4;1.555
4602101007 Aldaia sección 01007;45;13,7;20,5;2,51;24,3;1.697
4602101008 Aldaia sección 01008;42,6;17,5;19,4;2,38;31,5;1.490
4602101009 Aldaia sección 01009;38,9;20,8;12,4;2,69;22,2;2.170
4602101010 Aldaia sección 01010;40,1;19,6;16,6;2,5;28,8;2.057
4602101011 Aldaia sección 01011;41,3;19,4;18,1;2,58;26,6;982
4602101012 Aldaia sección 01012;39,1;21,2;12,9;2,64;22,6;2.083
4602101013 Aldaia sección 01013;37,8;23,6;13,7;2,72;24,1;2.282
4602101014 Aldaia sección 01014;38,7;21,3;13,1;2,56;27,8;1.909
4602101015 Aldaia sección 01015;36;27,8;7,6;2,9;18,3;1.157
4602101016 Aldaia sección 01016;32,9;29,4;3,9;2,95;15,5;1.911
4602101017 Aldaia sección 01017;38;21,6;13;2,57;23;1.410
4602101018 Aldaia sección 01018;34,3;27,3;8,3;2,63;23,8;1.072
4602101019 Aldaia sección 01019;40,8;18;13,8;2,67;21,8;1.372
47006 Aldea de San Miguel;48,1;16,1;26,8;2,22;33,7;224
4700601 Aldea de San Miguel distrito 01;48,1;16,1;26,8;2,22;33,7;224
4700601001 Aldea de San Miguel sección 01001;48,1;16,1;26,8;2,22;33,7;224
35020 Aldea de San Nicolás, La;44,1;13,6;18,9;2,68;28,5;7.382
3502001 Aldea de San Nicolás, La distrito 01;44,1;13,6;18,9;2,68;28,5;7.382
3502001001 Aldea de San Nicolás, La sección 01001;44,4;14;21,6;2,54;31,9;1.781
3502001002 Aldea de San Nicolás, La sección 01002;44,3;14,3;18,8;2,9;24,7;1.045
3502001003 Aldea de San Nicolás, La sección 01003;43,8;12,9;16,6;2,79;23,2;900
3502001004 Aldea de San Nicolás, La sección 01004;46;12,1;20,9;2,65;30,6;953
3502001005 Aldea de San Nicolás, La sección 01005;41,2;15,9;13,5;2,93;22;987
3502001006 Aldea de San Nicolás, La sección 01006;45,1;11,6;19,3;2,54;31,2;628
3502001007 Aldea de San Nicolás, La sección 01007;44,4;13,2;19,7;2,57;31,7;1.088
10012 Aldea del Cano;52;6,2;28,4;2,1;39;581
1001201 Aldea del Cano distrito 01;52;6,2;28,4;2,1;39;581
1001201001 Aldea del Cano sección 01001;52;6,2;28,4;2,1;39;581
28008 Aldea del Fresno;41,6;19,2;17,2;2,57;29,7;2.761
2800801 Aldea del Fresno distrito 01;41,6;19,2;17,2;2,57;29,7;2.761
2800801001 Aldea del Fresno sección 01001;41,6;19,2;17,2;2,57;29,7;2.761
37015 Aldea del Obispo;56,5;6,5;40,9;1,9;46,2;247
3701501 Aldea del Obispo distrito 01;56,8;6,5;41,6;1,9;46,2;247
3701501001 Aldea del Obispo sección 01001;57;6,5;43,2;1,9;46,2;247
10013 Aldea del Obispo, La;51,9;9,6;28,2;2,1;41;302
1001301 Aldea del Obispo, La distrito 01;51,9;9,6;28,2;2,1;41;302
1001301001 Aldea del Obispo, La sección 01001;51,9;9,6;28,2;2,1;41;302
13009 Aldea del Rey;49,3;11,1;29,6;2,27;34,1;1.636
1300901 Aldea del Rey distrito 01;48,6;11,9;28,5;2,27;32,7;960
1300901001 Aldea del Rey sección 01001;48,6;11,9;28,5;2,27;32,7;960
1300902 Aldea del Rey distrito 02;50,2;10,1;31,1;2,25;36;676
1300902001 Aldea del Rey sección 02001;50,2;10,1;31,1;2,25;36;676
45008 Aldea en Cabo;56,5;6,1;38;2,09;34,6;163
4500801 Aldea en Cabo distrito 01;56,5;6,1;38;2,09;34,6;163
4500801001 Aldea en Cabo sección 01001;56,5;6,1;38;2,09;34,6;163
40012 Aldea Real;52,2;11;33,7;2,39;32,2;282
4001201 Aldea Real distrito 01;52,2;11;33,7;2,39;32,2;282
4001201001 Aldea Real sección 01001;52,2;11;33,7;2,39;32,2;282
43904 Aldea, L';43,3;17,5;21,6;2,54;26,7;4.121
4390401 Aldea, L' distrito 01;43,3;17,5;21,6;2,54;26,7;4.121
4390401001 Aldea, L' sección 01001;42,5;19,3;21,1;2,61;26,8;2.382
4390401002 Aldea, L' sección 01002;44,4;14,9;22,3;2,46;26,6;1.739
10011 Aldeacentenera;52,5;9,3;32;2,05;41;581
1001101 Aldeacentenera distrito 01;52,5;9,3;32;2,05;41;581
1001101001 Aldeacentenera sección 01001;52,5;9,3;32;2,05;41;581
37013 Aldeacipreste;56,5;3,7;40,9;2,25;35,4;128
3701301 Aldeacipreste distrito 01;56,8;3,7;41,6;2,25;35,4;128
3701301001 Aldeacipreste sección 01001;57;3,7;42,6;2,25;35,4;128
37014 Aldeadávila de la Ribera;55,7;6,2;39,7;1,77;47,6;1.182
3701401 Aldeadávila de la Ribera distrito 01;55,7;6,2;39,7;1,77;48,2;1.182
3701401001 Aldeadávila de la Ribera sección 01001;55,7;6,2;39,7;1,74;50,7;1.182
42009 Aldealafuente;.;.;.;.;.;.
4200901 Aldealafuente distrito 01;.;.;.;.;.;.
4200901001 Aldealafuente sección 01001;.;.;.;.;.;.
40006 Aldealcorvo;.;.;.;.;.;.
4000601 Aldealcorvo distrito 01;.;.;.;.;.;.
4000601001 Aldealcorvo sección 01001;.;.;.;.;.;.
37016 Aldealengua;44,8;12,9;18,5;2,22;36,3;665
3701601 Aldealengua distrito 01;44,8;12,9;18,5;2,22;36,3;665
3701601001 Aldealengua sección 01001;44,8;12,9;18,5;2,22;36,3;665
40007 Aldealengua de Pedraza;.;.;.;.;.;.
4000701 Aldealengua de Pedraza distrito 01;.;.;.;.;.;.
4000701001 Aldealengua de Pedraza sección 01001;.;.;.;.;.;.
40008 Aldealengua de Santa María;.;.;.;.;.;.
4000801 Aldealengua de Santa María distrito 01;.;.;.;.;.;.
4000801001 Aldealengua de Santa María sección 01001;.;.;.;.;.;.
42010 Aldealices;.;.;.;.;.;.
4201001 Aldealices distrito 01;.;.;.;.;.;.
4201001001 Aldealices sección 01001;.;.;.;.;.;.
42011 Aldealpozo;.;.;.;.;.;.
4201101 Aldealpozo distrito 01;.;.;.;.;.;.
4201101001 Aldealpozo sección 01001;.;.;.;.;.;.
42012 Aldealseñor;.;.;.;.;.;.
4201201 Aldealseñor distrito 01;.;.;.;.;.;.
4201201001 Aldealseñor sección 01001;.;.;.;.;.;.
47007 Aldeamayor de San Martín;36;24,7;8,2;2,57;25,1;5.522
4700701 Aldeamayor de San Martín distrito 01;36;24,7;8,2;2,57;25,1;5.522
4700701001 Aldeamayor de San Martín sección 01001;45,5;16,5;21,9;2,51;24,5;1.600
4700701002 Aldeamayor de San Martín sección 01002;34,9;26,2;4,4;2,55;25,9;1.034
4700701003 Aldeamayor de San Martín sección 01003;32,1;26,5;2,3;2,48;27,8;1.489
4700701004 Aldeamayor de San Martín sección 01004;30;31,1;1,6;2,75;22,2;1.399
45009 Aldeanueva de Barbarroya;56,1;9,4;40,9;1,98;47,6;522
4500901 Aldeanueva de Barbarroya distrito 01;56,1;9,4;41,6;1,98;48,2;522
4500901001 Aldeanueva de Barbarroya sección 01001;56,1;9,4;42,3;1,98;49,6;522
26008 Aldeanueva de Ebro;43,6;18,9;23,7;2,67;25,7;2.738
2600801 Aldeanueva de Ebro distrito 01;42,9;19,1;23;2,72;25,9;1.372
2600801001 Aldeanueva de Ebro sección 01001;42,9;19,1;23;2,72;25,9;1.372
2600802 Aldeanueva de Ebro distrito 02;44,3;18,6;24,3;2,62;25,5;1.366
2600802001 Aldeanueva de Ebro sección 02001;44,3;18,6;24,3;2,62;25,5;1.366
37017 Aldeanueva de Figueroa;55,4;5,5;36,5;2,06;45,2;255
3701701 Aldeanueva de Figueroa distrito 01;55,4;5,5;36,5;2,06;45,2;255
3701701001 Aldeanueva de Figueroa sección 01001;55,4;5,5;36,5;2,06;45,2;255
19015 Aldeanueva de Guadalajara;.;.;.;.;.;.
1901501 Aldeanueva de Guadalajara distrito 01;.;.;.;.;.;.
1901501001 Aldeanueva de Guadalajara sección 01001;.;.;.;.;.;.
40009 Aldeanueva de la Serrezuela;.;.;.;.;.;.
4000901 Aldeanueva de la Serrezuela distrito 01;.;.;.;.;.;.
4000901001 Aldeanueva de la Serrezuela sección 01001;.;.;.;.;.;.
37018 Aldeanueva de la Sierra;56,5;3,5;37,4;2,02;38,6;128
3701801 Aldeanueva de la Sierra distrito 01;56,8;3,5;37,4;2,02;38,6;128
3701801001 Aldeanueva de la Sierra sección 01001;57;3,5;37,4;2,02;38,6;128
10014 Aldeanueva de la Vera;48,2;12;26,1;2,15;39,5;2.062
1001401 Aldeanueva de la Vera distrito 01;48,2;12;26,1;2,15;39,5;2.062
1001401001 Aldeanueva de la Vera sección 01001;48,2;12;26,1;2,15;39,5;2.062
45010 Aldeanueva de San Bartolomé;56,5;5,6;40,9;1,93;43,2;429
4501001 Aldeanueva de San Bartolomé distrito 01;56,8;5,6;41,6;1,93;43,2;429
4501001001 Aldeanueva de San Bartolomé sección 01001;57;5,6;43,2;1,93;43,2;429
05007 Aldeanueva de Santa Cruz;56,5;5,8;40,9;2,31;34,6;128
0500701 Aldeanueva de Santa Cruz distrito 01;56,8;5,8;41,6;2,31;34,6;128
0500701001 Aldeanueva de Santa Cruz sección 01001;57;5,8;43,2;2,31;34,6;128
10015 Aldeanueva del Camino;51,1;12,1;32,3;2,01;45,1;730
1001501 Aldeanueva del Camino distrito 01;51,1;12,1;32,3;2,01;45,1;730
1001501001 Aldeanueva del Camino sección 01001;51,1;12,1;32,3;2,01;45,1;730
40010 Aldeanueva del Codonal;56,5;3,5;40,2;1,92;45,9;128
4001001 Aldeanueva del Codonal distrito 01;56,8;3,5;40,2;1,92;45,9;128
4001001001 Aldeanueva del Codonal sección 01001;57;3,5;40,2;1,92;45,9;128
23004 Aldeaquemada;49,1;10,3;26,9;2,07;42,6;476
2300401 Aldeaquemada distrito 01;49,1;10,3;26,9;2,07;42,6;476
2300401001 Aldeaquemada sección 01001;49,1;10,3;26,9;2,07;42,6;476
37019 Aldearrodrigo;56,5;3,5;40,9;1,99;43,1;143
3701901 Aldearrodrigo distrito 01;56,8;3,5;41,6;1,99;43,1;143
3701901001 Aldearrodrigo sección 01001;57;3,5;42;1,99;43,1;143
37020 Aldearrubia;49;10,1;25;2,15;40,7;485
3702001 Aldearrubia distrito 01;49;10,1;25;2,15;40,7;485
