,type,properties.coddistrit,properties.codsec,properties.coddistsec,geometry.type,geometry.coordinates
589,Feature,18,7,1807,Polygon,"[[[-0.424358881234078, 39.50760465993859], [-0.424390889584057, 39.50681709744927], [-0.424258822088463, 39.50641778131526], [-0.424100023269334, 39.50573859876457], [-0.423426020614736, 39.504093055762105], [-0.422962860206585, 39.50305577697482], [-0.422738697542465, 39.50247423959184], [-0.422222121462505, 39.50174207298427], [-0.42735769196328, 39.499495589225965], [-0.427548575412579, 39.499364683251954], [-0.427706676187061, 39.4992555732481], [-0.427969476070353, 39.49871185388527], [-0.428301746795048, 39.497782304167266], [-0.428896909027001, 39.497763945840816], [-0.430048072278502, 39.500465023185235], [-0.430943125193988, 39.50236766441898], [-0.431927070939221, 39.50631726770662], [-0.428637557780358, 39.50704179136529], [-0.426360502580975, 39.507450822770224], [-0.424358881234078, 39.50760465993859]]]"
590,Feature,18,9,1809,Polygon,"[[[-0.424358881234078, 39.50760465993859], [-0.423738301500716, 39.5075413520297], [-0.422778131464435, 39.50706961562808], [-0.421133558071167, 39.50611872728467], [-0.418765099827721, 39.50491300137149], [-0.417062593546585, 39.503920228593714], [-0.417496015443006, 39.503835270899216], [-0.418299051331685, 39.50419094902295], [-0.420393892690435, 39.50408883439722], [-0.420618132906251, 39.50458929842261], [-0.423426020614736, 39.504093055762105], [-0.424100023269334, 39.50573859876457], [-0.424258822088463, 39.50641778131526], [-0.424390889584057, 39.50681709744927], [-0.424358881234078, 39.50760465993859]]]"
591,Feature,15,13,1513,Polygon,"[[[-0.367194297594396, 39.504251276327835], [-0.367666052070857, 39.50338361016573], [-0.368293195879448, 39.50174921110275], [-0.368600557937837, 39.50182824319493], [-0.369276140699604, 39.50019943963518], [-0.368129959013021, 39.49991222631432], [-0.369096952450997, 39.49760986983402], [-0.367798450296694, 39.497084979565116], [-0.368241528478365, 39.49659052847947], [-0.369511588612949, 39.49700216086318], [-0.37060742811459, 39.49735128001019], [-0.370783088037475, 39.496778697133124], [-0.371361246390793, 39.496922405617546], [-0.371798995226318, 39.49703140460856], [-0.371173160682579, 39.498499180468], [-0.370585555896716, 39.50035970868409], [-0.368812599269717, 39.50183304552231], [-0.36775685305147, 39.504520773396976], [-0.367194297594396, 39.504251276327835]]]"
592,Feature,15,33,1533,Polygon,"[[[-0.368241528478365, 39.49659052847947], [-0.367798450296694, 39.497084979565116], [-0.369096952450997, 39.49760986983402], [-0.368129959013021, 39.49991222631432], [-0.369276140699604, 39.50019943963518], [-0.368600557937837, 39.50182824319493], [-0.368293195879448, 39.50174921110275], [-0.367666052070857, 39.50338361016573], [-0.367194297594396, 39.504251276327835], [-0.36615333418129, 39.503813278297955], [-0.365573404207997, 39.5037731033292], [-0.365417963143819, 39.50403984180341], [-0.36347383274624, 39.50322999336647], [-0.36315664538474, 39.50306514135433], [-0.361797742667124, 39.50200278717075], [-0.36104162140672, 39.50256668078987], [-0.360732852350077, 39.50315875021922], [-0.360525710108959, 39.50344682943451], [-0.356390793524831, 39.50160961907553], [-0.356799542280555, 39.50098830528294], [-0.354812497680703, 39.499762933183206], [-0.356920320257215, 39.49780195462154], [-0.356695551501485, 39.49755811019683], [-0.355521104316988, 39.49709896608951], [-0.357013626392195, 39.495340193584894], [-0.357309293038234, 39.49488297015698], [-0.35770876910834, 39.49427495862012], [-0.362054867552017, 39.49159452617993], [-0.365381665245264, 39.48974664896654], [-0.367077230434422, 39.488758089821964], [-0.369002559789447, 39.49028814432949], [-0.368812030838678, 39.49044598682269], [-0.369029712683471, 39.49060856903907], [-0.368314132440622, 39.491200452033006], [-0.369147910619209, 39.49180940621285], [-0.368049283726479, 39.492730440492245], [-0.367254499825095, 39.493379079154785], [-0.36835754185043, 39.49415179271598], [-0.36781697347214, 39.49463052277798], [-0.36812210084298, 39.49484463566217], [-0.367688579831068, 39.49524020703665], [-0.367396658691014, 39.495503854493236], [-0.366633032625405, 39.49494152157928], [-0.366339054451807, 39.49518259794965], [-0.368241528478365, 39.49659052847947]]]"
593,Feature,18,6,1806,Polygon,"[[[-0.417062593546585, 39.503920228593714], [-0.416463249911093, 39.5036771775085], [-0.416920898243945, 39.50289908114839], [-0.416872908050117, 39.501938574194895], [-0.418843237202909, 39.50191930276239], [-0.419206697896103, 39.50181927104682], [-0.42028631939597, 39.50177117731148], [-0.42097555869706, 39.50164684225238], [-0.421847096101777, 39.50121123946842], [-0.422222121462505, 39.50174207298427], [-0.419862440966547, 39.50275724022626], [-0.418226762027876, 39.502806487946394], [-0.418261811216786, 39.50346941549658], [-0.417062593546585, 39.503920228593714]]]"
594,Feature,18,5,1805,Polygon,"[[[-0.416920898243945, 39.50289908114839], [-0.416463249911093, 39.5036771775085], [-0.415631469667383, 39.503410935559636], [-0.414291848106199, 39.50306131581584], [-0.412084832294559, 39.50242660263281], [-0.413335101774566, 39.50187337607216], [-0.413148096626567, 39.50158543447077], [-0.415811691743675, 39.5001762712479], [-0.41659459340852, 39.49972071873086], [-0.417078847955607, 39.49947923821449], [-0.41754919479007, 39.49925996859953], [-0.418124487872078, 39.49899348069916], [-0.418439155075403, 39.499622082266576], [-0.418637886517975, 39.500045408464885], [-0.419206697896103, 39.50181927104682], [-0.418843237202909, 39.50191930276239], [-0.416872908050117, 39.501938574194895], [-0.416920898243945, 39.50289908114839]]]"
595,Feature,17,1,1701,Polygon,"[[[-0.317646067063693, 39.56489481191458], [-0.317309276434807, 39.56463028479135], [-0.317012016128414, 39.56471800838764], [-0.316639083534526, 39.56535351194359], [-0.316107605027001, 39.56523312565747], [-0.315888868853178, 39.5665478410995], [-0.314919068937931, 39.56638128271563], [-0.314390164929862, 39.56617536569271], [-0.313723979301525, 39.56590771428588], [-0.312978611305721, 39.56565624422526], [-0.311585952637813, 39.565232134013], [-0.310974215064245, 39.56502428360961], [-0.309827340825578, 39.56477250386304], [-0.30917904963487, 39.56464487525819], [-0.308913519007245, 39.564908982617666], [-0.308196066567777, 39.564820284827874], [-0.307578634721776, 39.564778945052495], [-0.307129952367408, 39.56471899357464], [-0.306958565306535, 39.56457988888648], [-0.306191614706768, 39.564435978659716], [-0.306118463311255, 39.56425861240802], [-0.301731380939867, 39.56326489801581], [-0.301599847192431, 39.5629240158995], [-0.301269056927003, 39.56273165075678], [-0.30045801393711, 39.56248758215834], [-0.299838172249068, 39.562283988634526], [-0.299141175052075, 39.56200652778485], [-0.298894037803082, 39.5617395275394], [-0.297816925850429, 39.56130457300531], [-0.297007986716534, 39.5609884595389], [-0.296663757388156, 39.56089936825307], [-0.29560245233482, 39.560451247662904], [-0.294539970541005, 39.56005263130541], [-0.290420870295521, 39.55838905233503], [-0.290140403724261, 39.558157288562924], [-0.289314540101458, 39.557642529807424], [-0.289548851121511, 39.557490348434186], [-0.289731015121069, 39.55733244483037], [-0.290262670527545, 39.55690342945621], [-0.291039429191171, 39.55613780076233], [-0.291487172552383, 39.55560322158539], [-0.291974167769951, 39.55484433878092], [-0.292516800268921, 39.5542444006982], [-0.292956466559224, 39.553542950229854], [-0.292897928950354, 39.55327131798027], [-0.293083346707672, 39.552991860941816], [-0.293648692262733, 39.55264918988462], [-0.293855588842124, 39.552284647580855], [-0.294316997992375, 39.5513224397408], [-0.294096117464995, 39.55120468023955], [-0.294053724511595, 39.55104153170481], [-0.294200972289459, 39.550995414699045], [-0.294487389652998, 39.551204790464936], [-0.294861323527723, 39.550790085298935], [-0.294272189074947, 39.5503979817765], [-0.294292896388736, 39.55027684404624], [-0.294548193532118, 39.5503323427964], [-0.294660824315792, 39.55033496748803], [-0.294959226159978, 39.550666241715156], [-0.295190902146307, 39.550356327605535], [-0.295853336761646, 39.550696079681465], [-0.296442982269151, 39.551412505776774], [-0.297752443101639, 39.55207811558819], [-0.299687096210657, 39.552807799436856], [-0.301302331928563, 39.55346696435224], [-0.302554733519912, 39.55395551781909], [-0.304163456395032, 39.55459646758866], [-0.304726198649142, 39.55490231309856], [-0.306460303817541, 39.55553712340254], [-0.307171864760981, 39.55585091311084], [-0.30843831639501, 39.55642980459322], [-0.310331796061356, 39.557158337402456], [-0.310147940941532, 39.55788828694577], [-0.31132922352401, 39.55845166056991], [-0.312071099325406, 39.55882918257507], [-0.312242298240113, 39.558972779815086], [-0.312826674860762, 39.55924755588517], [-0.313348494210195, 39.55948484694144], [-0.314171064060564, 39.55986422226737], [-0.314507680520695, 39.56005668531621], [-0.314830973258863, 39.56031190007415], [-0.315669570568278, 39.560804243786116], [-0.31675592671641, 39.56126627170017], [-0.316933039234579, 39.56125685097059], [-0.317035946432688, 39.56109707231979], [-0.317242663133571, 39.56098023091485], [-0.317732272163176, 39.560978027898074], [-0.318101320641504, 39.56100907328004], [-0.318418551303432, 39.56111999904305], [-0.318738584272477, 39.561176936554226], [-0.318977088593114, 39.56125451263945], [-0.319277667359626, 39.561495677446395], [-0.319777136384983, 39.561709901693476], [-0.319354239496167, 39.56222714806596], [-0.318852712389309, 39.56276509917612], [-0.318445497355927, 39.563422338779], [-0.318547869813303, 39.56346524173345], [-0.318118125753761, 39.56402736882765], [-0.317989848943126, 39.56431718827496], [-0.317811230084272, 39.56470494027122], [-0.317646067063693, 39.56489481191458]]]"
596,Feature,17,1,1701,Polygon,"[[[-0.333723450666606, 39.535428114605466], [-0.334839547327208, 39.53573301687768], [-0.335586811677341, 39.536042956269945], [-0.33692868053073, 39.53677643203878], [-0.337046794255059, 39.536806167888074], [-0.338709655109807, 39.53806498896448], [-0.339166540825476, 39.53769709386285], [-0.339717568721115, 39.53735838079226], [-0.340571053043316, 39.537553607041545], [-0.339346617711635, 39.53892190863733], [-0.340118434319531, 39.53939003304906], [-0.340581692547118, 39.53885561638955], [-0.341147526223998, 39.53906226539756], [-0.340835869008829, 39.53939745980728], [-0.34174910000632, 39.53974268941678], [-0.341402292617574, 39.54036986493749], [-0.341093823276205, 39.54092584757956], [-0.341021324561398, 39.54124399788065], [-0.340731158430332, 39.541949043327165], [-0.339539141468445, 39.5417055233272], [-0.338922748442953, 39.54156527387654], [-0.337346101343146, 39.54116877377901], [-0.337031617000816, 39.541900279643926], [-0.336894080891393, 39.542054778284296], [-0.337617143595361, 39.54222000663844], [-0.337295900934813, 39.54310901158424], [-0.337171502673965, 39.543547588], [-0.337563455261697, 39.54362414268402], [-0.337618516096669, 39.54406683472021], [-0.337988964476535, 39.544705942294215], [-0.338120739894201, 39.5450062526322], [-0.338088714105723, 39.54523524175594], [-0.337775593146255, 39.54558841288283], [-0.33773603798757, 39.54569110664556], [-0.338549778446755, 39.54569174507735], [-0.338978928100282, 39.545404292590575], [-0.339241610089295, 39.545419321474284], [-0.339771238876679, 39.545661180849834], [-0.339996044896937, 39.54571587954733], [-0.340279273360178, 39.54582146426274], [-0.340735090580054, 39.546111176272504], [-0.341382861530608, 39.54638275999434], [-0.34210050121172, 39.54678656612444], [-0.34311285548883, 39.54722413796514], [-0.343606696159394, 39.54745164691771], [-0.343759100897864, 39.547536212180646], [-0.343079632752703, 39.548723332435976], [-0.342406190243177, 39.55001869196589], [-0.342272955919088, 39.55006068617873], [-0.341485604181311, 39.54969132122032], [-0.340929892020262, 39.549502926044354], [-0.33954356913669, 39.54884055787554], [-0.339240904611486, 39.54924352076012], [-0.339024101728534, 39.549283596241246], [-0.338931071625858, 39.54952920489028], [-0.338523685074238, 39.54955139844293], [-0.338122470875446, 39.55034398050694], [-0.338090665748587, 39.55085224593443], [-0.337813334415627, 39.551219751221296], [-0.33763721526319, 39.55160308967982], [-0.335866742996081, 39.550963400183605], [-0.335692207689971, 39.55115308396881], [-0.335327858281423, 39.551608674686044], [-0.334313426696043, 39.55122504047605], [-0.334116715389798, 39.55167096280095], [-0.333920506930648, 39.55210338323464], [-0.333715362162226, 39.552161734332635], [-0.333156064209052, 39.55208582920719], [-0.332986143315393, 39.55213597922363], [-0.332699108160371, 39.55212938626706], [-0.33207357076649, 39.55190330953008], [-0.332145942250197, 39.55176083191688], [-0.332265607895354, 39.55156088379497], [-0.332590084246055, 39.551045829132285], [-0.33287857500839, 39.550615530446336], [-0.333361706042324, 39.55076175828464], [-0.333707778075531, 39.55015710903995], [-0.333662922748765, 39.550075000102986], [-0.334290504650579, 39.5492786203518], [-0.333488692816121, 39.54900345964885], [-0.33274902046457, 39.54873872942647], [-0.33252171735852, 39.548616393626105], [-0.331873312973181, 39.548209613807934], [-0.332345124062903, 39.547625875322], [-0.331749307824026, 39.54734642562224], [-0.329641884671115, 39.546622317178084], [-0.329672894595745, 39.544695148993156], [-0.330064138881342, 39.54469513805842], [-0.330822492176795, 39.54488824630966], [-0.331606902600367, 39.54502789563141], [-0.331878223460793, 39.54527286381883], [-0.332108210115761, 39.54555291665048], [-0.332704560435703, 39.54503960460977], [-0.333129841161338, 39.54445479454471], [-0.333245051992351, 39.54438987503492], [-0.33337777924223, 39.544190226049245], [-0.333384230641512, 39.54405974692799], [-0.333772490008871, 39.54358669418453], [-0.333770092503389, 39.543478533786505], [-0.334316473671632, 39.54261722872789], [-0.332900099040243, 39.54208020747665], [-0.333297996839328, 39.54152629880844], [-0.332303175841959, 39.54097642966067], [-0.332770887634954, 39.54063132906485], [-0.333044850850959, 39.540313306719796], [-0.332984640755567, 39.540271383993044], [-0.333394809251382, 39.53968172194429], [-0.333688763917193, 39.539373166216386], [-0.331237535489106, 39.53810065481449], [-0.330552090941406, 39.5378281443177], [-0.330356003016127, 39.53677861439148], [-0.330697743739852, 39.536304502254566], [-0.332018057334479, 39.53708708893388], [-0.333426246471649, 39.53749330912183], [-0.333458998074772, 39.536998578139155], [-0.333610380411977, 39.535817399771574], [-0.333723450666606, 39.535428114605466]]]"
597,Feature,10,26,1026,Polygon,"[[[-0.374730881985991, 39.45291878133522], [-0.373419581212893, 39.45348823058089], [-0.372379185735839, 39.45199177301777], [-0.372108221128494, 39.45160727653042], [-0.373425639582093, 39.451028971386336], [-0.373282659981962, 39.450814032986116], [-0.374305496337421, 39.450382207290225], [-0.37578629213468, 39.45245164362416], [-0.374730881985991, 39.45291878133522]]]"
598,Feature,9,15,0915,Polygon,"[[[-0.390863747407827, 39.45562444198285], [-0.390318769840574, 39.45642749799869], [-0.388629862274251, 39.45552020672695], [-0.387245463024033, 39.45488099302716], [-0.387751971207491, 39.45419420066897], [-0.390863747407827, 39.45562444198285]]]"
599,Feature,8,32,0832,Polygon,"[[[-0.394178642099239, 39.454924074112384], [-0.391947115619035, 39.4540181740356], [-0.392564470423871, 39.45310412433538], [-0.393499312193859, 39.45171972774419], [-0.394746912781006, 39.44987387897356], [-0.396003843229087, 39.45077590625177], [-0.398009819630492, 39.45245143380468], [-0.398584478434947, 39.45297329715072], [-0.397463008808498, 39.45393014196822], [-0.398304390766607, 39.45458410329355], [-0.397436913192316, 39.455253848815275], [-0.39677576675835, 39.45570749532028], [-0.395802997217449, 39.456064066474156], [-0.394709556825677, 39.456228739453024], [-0.393573302679181, 39.45627532759471], [-0.394178642099239, 39.454924074112384]]]"
600,Feature,11,47,1147,Polygon,"[[[-0.334591062913787, 39.4547786690854], [-0.333259369220332, 39.4548651500865], [-0.332411881858465, 39.4548816821554], [-0.330891093590377, 39.454062898497924], [-0.331609986110624, 39.453286673810034], [-0.332515202465022, 39.45244266310176], [-0.333414868874416, 39.45258048219824], [-0.333605739626522, 39.451918219476454], [-0.332724011676968, 39.451767301171905], [-0.333119147504592, 39.45033948381719], [-0.335228513214608, 39.45065376772733], [-0.334905531482538, 39.45262828478079], [-0.334893059956737, 39.45383067755959], [-0.334591062913787, 39.4547786690854]]]"
601,Feature,3,55,0355,Polygon,"[[[-0.383715153685679, 39.463693216423145], [-0.382127169561658, 39.4631529585854], [-0.382366884256234, 39.462203429756094], [-0.384557733180241, 39.4626086112603], [-0.383715153685679, 39.463693216423145]]]"
